"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"95743522","Lets go listen to  reggae music",1355800758000,1355972400000,37.7693,-122.45255,"Milk","San Francisco"
"42284382","R4R Speaker Series: Accepting the Absurd",1322162541000,1.323747e+12,37.796356,-122.40412,"Kells Irish Restaurant & Bar","San Francisco"
"48384652","It's GDC Party Time! IGDA party organized by the SV IGDA",1326761378000,1331085600000,37.77805,-122.40568,"1015","San Francisco"
"wsxpnyphblc","San Diego oceanfront yoga Meetup",1273559029000,1.306602e+12,32.80182,-117.258778,"End of Law St in Pacific beach","San Diego"
"15819710","Meet and Greet,[The first kick off event] 2011 ...",1293335207000,1294540200000,37.785404,-122.40886,"New Delhi Indian Restaurant","San Francisco"
"64040412","Apple Store Event: Award Winning Photographer and Author Morton Beebe",1336540119000,1337911200000,37.785895,-122.40638,"Apple Store - San Francisco","San Francisco"
"39120962","Free Presentation:  The Burning Man Photographs of Barbara Traub",1319852996000,1321410600000,37.785895,-122.40638,"Apple Store - San Francisco","San Francisco"
"48804272","Apple Store Event:  Capturing The Unseen - Visual Discovery Through Photography",1327005995000,1329361200000,37.785895,-122.40638,"Apple Store - San Francisco","San Francisco"
"99797692","APPLE STORE EVENT: THE EXCEPTIONAL HAIGHT ASHBURY IMAGES OF DICK EVANS",1358297057000,1364522400000,37.785895,-122.40638,"Apple Store - San Francisco","San Francisco"
"70152812","Apple Store Event: Master Photographer Seraphina Landgrebe",1340303048000,1342576800000,37.785895,-122.40638,"Apple Store - San Francisco","San Francisco"
"23269591","San Francisco Opera-Free Event",1308851944000,1313960400000,37.734726,-122.475044,"Stern Grove","San Francisco"
"pmbpnypmbcc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1316658600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynmbmc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1285813800000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypjblb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1307586600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypcbzb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1295494200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyphbxb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1305772200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyqlbtb","Mission Cliffs - Gym Meetup (All Levels)",1.3409e+12,1345084200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypcbqb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1294889400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypjbtb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1308191400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypfbnc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1301538600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypmbsb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1316053800000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynnbjb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1286418600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypdbdb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1296703800000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynqbtb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1292470200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyqlbdc","Mission Cliffs - Gym Meetup (All Levels)",1340900021000,1.345689e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypcbjc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1.296099e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynnbbc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1287628200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyplbwb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1313634600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynqbmc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1293679800000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypgbbc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1.303353e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypgbjb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1302143400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynpbfb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1288837800000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypdbmb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1297308600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypdbvb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1297913400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyppbfc","Mission Cliffs - Gym Meetup (All Levels)",1321483793000,1322105400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynqbcb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1291260600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynqblb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1291865400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypkbkc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1311820200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypgbrb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1302748200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyqnbnb","Mission Cliffs - Gym Meetup (All Levels)",1340923385000,1349922600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynmbdc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1.285209e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynqbdc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1.293075e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyphbgb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1304562600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypkbbc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1311215400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyplbnb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1313029800000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnynnbrb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1287023400000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypgbkc","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1303957800000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypcbhb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1294284600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypfbdb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1.299123e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"qpdkpynpbqb","Corona SDK Group Meetup",1283485099000,1289613600000,37.787247,-122.39768,"Kate O'Brien's Irish Bar & Grill","San Francisco"
"68006112","Performance and Fault Tolerance for the Netflix API",1338999462000,1340924400000,37.783985,-122.401314,"Moscone Center","San Francisco"
"15178636","DEADLINE EXTENDED:  for SHREK-THE MUSICAL - ORDER TODAY! (we need 10 more folks)",1287626763000,1291586400000,37.7789,-122.4146,"Orpheum Theater","San Francisco"
"68702682","Friday June 29th @ Cafe Du Nord in SF",1339437305000,1.341027e+12,37.766491,-122.430367,"Cafe du Nord","San Francisco"
"16033505","Let's go see the Musical ""Rock of Ages"" ****Midnight Show****",1294915406000,1302319800000,37.787098,-122.410645,"Curran Theatre","San Francisco"
"15854587","Bay Area Beagles January Meetup #2 San Bruno",1293672866000,1295726400000,37.63104,-122.42695,"Commodore Park","San Bruno"
"qvcjvdyqqbnc","Sunday Tennis at 10 a.m.",1353098395000,1356890400000,37.365304,-121.982161,"Wilcox High School","Santa Clara"
"qpqvxdyrfbfb","San Francisco Intermediate Tennis (3.0 - 4.5)",1355111375000,1.36233e+12,37.758114,-122.418411,"Dolores Park","San Francisco"
"93807612","San Francisco Intermediate Tennis (3.0 - 4.5)",1354501944000,1355072400000,37.758114,-122.418411,"Dolores Park","San Francisco"
"13442726","JUNGLE ROOSTER AT POPI LOUNGE - PLEASANTON",1273531294000,1273982400000,37.676594,-121.89791,"Popi Lounge","Pleasanton"
"13294776","SFIFF: Bodyguards & Assassins @ The Castro",1272299959000,1272849300000,37.762012,-122.434692,"Castro Theatre","San Francisco"
"14235332","Encore! Fritz Lang's ""Metropolis"" (1927) -- Restored",1280278103000,1281753900000,37.762012,-122.434692,"Castro Theatre","San Francisco"
"pmklqyrdbqb","Mt View Conversation - ALL LEVELS",1297229560000,1360726200000,37.385,-122.084404,"Peets Coffee","Mountain View"
"14101520","Encounter At Espetus",1279128415000,1.282437e+12,37.773113,-122.42196,"Espetus","San Francisco"
"72256072","Art RockX!  ""West Coast Leather Made Me DO IT"" Show",1341610847000,1342843200000,37.79816,-122.40449,"Broadway Studios","San Francisco"
"14656837","Outrageous Drag, Comedy & Music - Pearls Over Shanghai in SF (Meetup Discount!)",1283621569000,1286074800000,37.769558,-122.40875,"The Hypnodrome","San Francisco"
"14656784","Outrageous Drag, Comedy & Music - Pearls Over Shanghai in SF (Meetup Discount!)",1283621119000,1286074800000,37.769558,-122.40875,"The Hypnodrome","San Francisco"
"14656649","Outrageous Drag, Comedy & Music - Pearls Over Shanghai in SF (Meetup Discount!)",1283620446000,1286074800000,37.769558,-122.40875,"The Hypnodrome","San Francisco"
"88153572","Play Golf at Fleming Course in San Francisco",1350956923000,1355684400000,37.723766,-122.494896,"Fleming at Harding Park","San Francisco"
"88153302","Play Golf at Fleming Course in San Francisco",1350956754000,1353178800000,37.723766,-122.494896,"Fleming at Harding Park","San Francisco"
"101997472","Play 9 holes at Fleming (Harding) in San Francisco",1359487683000,1362938400000,37.723766,-122.494896,"Fleming at Harding Park","San Francisco"
"16055344","East Bay Climbing at GWPC",1295066728000,1296615600000,37.809647,-122.27005,"GWPC ","Oakland"
"15990202","East Bay Climbing at GWPC",1294641928000,1294801200000,37.809647,-122.27005,"GWPC ","Oakland"
"93893812","Bay Area Beagles February Meetup #1 San Francisco",1354561240000,1359921600000,37.740143,-122.43581,"Walter Haas Playground and Dog Park","San Francisco"
"73786142","SF Jewish Film Festival: Under African Skies (Paul Simon's Graceland album)",1342570781000,1342902600000,37.762047,-122.435135,"Castro Theater","San Francisco"
"dcltfcyrcbmc","Castle Hills Netweavers - Business Networking Group",1319566978000,1359480600000,33.046082,-96.921974,"Amore Pasta & Pizza Restaurant","The Colony"
"83350972","Let's paint ceramics in our pajamics:-) ",1348181787000,1357959600000,37.757328,-122.25388,"Color Me Mine ","Alameda"
"14097784","Discover Stern Grove: San Francisco Ballet",1279086933000,1281299400000,37.734777,-122.475224,"Stern Grove","San Francisco"
"14275816","Last chance of the season to discover Stern Grove: They might be Giants",1280619780000,1.282509e+12,37.734777,-122.475224,"Stern Grove","San Francisco"
"12843992","San Francisco 2010 Pride Parade",1268270403000,1277654400000,37.79252,-122.3974,"SF Pride Parade","San Francisco"
"sfzfpyphbhc","Libertarian Party Monthly Supper Club",1281545076000,1306371600000,32.86683,-117.23313,"Elijah?s La Jolla ","La Jolla"
"15171978","Exploratorium After Dark",1287593993000,1294369200000,37.80421,-122.448166,"Exploratorium","San Francisco"
"84095002","Frightened Rabbit @ The Independent",1348619051000,1.350612e+12,37.77528,-122.43781,"The Independent","San Francisco"
"16357342","Golden Gate Yacht Club Dance",1296318345000,1.299384e+12,37.807434,-122.444435,"Golden Gate Yacht Club","San Francisco"
"56962602","Young Professional Networking Mixer",1332175356000,1333585800000,37.795876,-122.40338,"Bubble Lounge","San Francisco"
"13156261","SBAY: SpiritWash Crystals at the New Living Expo",1271052978000,1272664800000,37.77091,-122.40489,"San Francisco Concourse Exhibition Center","San Francisco"
"91777562","4th Annual Small Dog Holiday Party",1353156201000,1.354482e+12,37.7707,-122.41746,"BMW/Mini of San Francisco","San Francisco"
"13048542","THE BLACK AND WHITE BALL 2010 - SAN FRANCISCO",1270053741000,1274587200000,37.77729,-122.41978,"Davies Symphony Hall","San Francisco"
"79863552","A morning at the Symphony",1346219046000,1346864400000,37.77729,-122.41978,"Davies Symphony Hall","San Francisco"
"31604832","Jake Shimabukuro",1314737112000,1322974800000,37.782467,-122.410057,"The Warfield","San Francisco"
"102287672","paramore @ the warfield",1359611540000,1367719200000,37.782467,-122.410057,"The Warfield","San Francisco"
"17077001","The Stanton Warriors @ Mighty",1301257707000,1306558800000,37.768185,-122.40679,"MIGHTY","San Francisco"
"42110622","Icebreakers Ball feat. DJ Icey @ Mighty",1322005692000,1.327212e+12,37.768185,-122.40679,"MIGHTY","San Francisco"
"16238549","Model Shoot",1278179200000,1.33209e+12,37.80142,-122.447784,"Palace of Fine Arts","San Francisco"
"74073732","Multicultural Comedy Show live at the Purple Onion with headliner, Queenie TT",1342732783000,1345957200000,37.79664,-122.40484,"The Purple Onion","San Francisco"
"37756952","Imperative Reaction/God Module show @ DNA Lounge",1318898111000,1319770800000,37.77095,-122.41286,"DNA Lounge","San Francisco"
"50951212","Meat 10-year Anniversary",1328317170000,1328851800000,37.77095,-122.41286,"DNA Lounge","San Francisco"
"34640582","Startup Monthly Socials San Francisco Kick Off Party",1316745854000,1319680800000,37.77095,-122.41286,"DNA Lounge","San Francisco"
"pfsbsypjbmc","The Chieftain / 106 MILES in San Francisco",1306270931000,1309395600000,37.78151,-122.404945,"The Chieftain","San Francisco"
"105082372","Deeply Rooted Natural Hair Expo",1361147747000,1367697600000,37.761646,-122.422668,"The San Francisco Women's Building","San Francisco"
"15846644","Bollywood vs Bhangra Mashup! @ The Rickshaw Stop !!!",1293607772000,1295150400000,37.776276,-122.420456,"Rickshaw Stop","San Francisco"
"34617632","Come out and SWING with the Martini Brothers Band ! ",1316730933000,1.317348e+12,37.788162,-122.412224,"Le Colonial","San Francisco"
"14219326","Johnnie To's ""Vengeance"" -- HK Gangster Chic",1280173452000,1281838500000,37.785225,-122.432785,"Sundance Kabuki Cinema","San Francisco"
"59937762","SFIFF - Cherry",1334031743000,1335326400000,37.785225,-122.432785,"Sundance Kabuki Cinema","San Francisco"
"68799452","Fillmore Jazz Festival And Street Fair - One Of The Best !",1339476718000,1341766800000,37.784184,-122.432976,"The Fillmore","San Francisco"
"48393432","It's GDC Party Time! IGDA Party sponsored by Game Dojos Accelerator",1326765786000,1331085600000,37.78743,-122.399384,"111 Minna Gallery","San Francisco"
"87764602","""SHOW ME THE MONEY""   Learn How To Turn Your Photography into Cash",1350696898000,1352341800000,37.76696,-122.410797,"Sports Basement","San Francisco"
"93596912","CHRISTMAS PARTY AND PHOTO PRESENTATION AT THE SPORTS BASEMENT IN SAN FRANCISCO",1354350546000,1356224400000,37.76696,-122.410797,"Sports Basement","San Francisco"
"101219532","A PRESENTATION OF PHOTOGRAPHER ROBERT ALTMAN'S ICONIC IMAGES",1359059863000,1361498400000,37.76696,-122.410797,"Sports Basement","San Francisco"
"13071827","Hip Hop Soul Party at Gravity",1270246265000,1272686400000,37.799823,-122.441398,"Gravity","San Francisco"
"15483327","THE SEVEN GIFTS OF DRUIDRY ... [session 2]",1290041380000,1301018400000,37.366066,-121.906883,"Center for Creative Living","San Jose"
"qlnggdyrfbhc","Power Networking Lunch",1344490636000,1364229900000,32.87279,-96.76982,"Sherlock's Baker Street Pub","Dallas"
"35747692","Startup Monthly Ice Breaker & Team Building for Idea Accelerator 3.0 SF",1317500451000,1321806600000,37.78413,-122.394414,"Citizen Space","San Francisco"
"17864321","BeMyApp WeekEnd #2 - make a pitch, build an app, have fun!",1305049145000,1307152800000,37.78413,-122.394414,"Citizen Space","San Francisco"
"vrbdpynmbfc","Startup Waffles! Meetup",1278527362000,1.285686e+12,37.78413,-122.394414,"Citizen Space","San Francisco"
"rjzknynnbsb","East Bay Google Technology User Group October Meetup",1281286947000,1.288314e+12,37.766829,-122.242742,"Alameda Free Library","Alameda"
"41773262","SantaCon",1321752184000,1323543600000,37.779901,-122.416833,"Civic Center Plaza","San Francisco"
"13439562","Dog Days of Summer",1273516644000,1.283112e+12,37.778143,-122.390872,"AT&T Park","San Francisco"
"13384695","GIANTS GAME - SINGLES EVENT - GIANTS VS. BALTIMORE ORIOLES",1273005508000,1.27656e+12,37.778143,-122.390872,"AT&T Park","San Francisco"
"14213054","Birth of Impressionism, masterpieces from Musee d’Orsay at  the de Young",1280119500000,1282408200000,37.770836,-122.468346,"de Young Museum","San Francisco"
"14660274","Van Gogh, Gauguin & Beyond: Post-Impressionist Masterpieces from Musée d’Orsay",1283647399000,1287248400000,37.770836,-122.468346,"de Young Museum","San Francisco"
"14821664","Van Gogh, Gauguin, Cezanne & Beyond - October 23",1284913106000,1.287855e+12,37.770836,-122.468346,"de Young Museum","San Francisco"
"21092781","Picasso: Masterpieces from the Musée National Picasso, Paris @ de Young Museum",1307317240000,1312135200000,37.770836,-122.468346,"de Young Museum","San Francisco"
"14324732","de Young Museum & Legion of Honor",1280974940000,1.283022e+12,37.770836,-122.468346,"de Young Museum","San Francisco"
"80431222","Michael Woods @ Ruby Skye",1346540614000,1350795600000,37.787557,-122.409975,"Ruby Skye","San Francisco"
"35163402","Julia’s Birthday Bash @ Ruby Skye",1317142971000,1317533400000,37.787557,-122.409975,"Ruby Skye","San Francisco"
"16583816","Roger Shah @ Ruby Skye",1297833598000,1.2987e+12,37.787557,-122.409975,"Ruby Skye","San Francisco"
"dnvsfdyqpbcb","The Bay Area Clojure User Group - QCon - Rich Hickey Special",1328483452000,1352428200000,37.793964,-122.396126,"Hyatt Regency San Francisco","San Francisco"
"17347515","MeeGo Conference - Day 1",1303149756000,1306162800000,37.793964,-122.396126,"Hyatt Regency San Francisco","San Francisco"
"37612642","Singles Extravaganza Dance Party",1318804471000,1.321758e+12,37.793964,-122.396126,"Hyatt Regency San Francisco","San Francisco"
