"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"41280372","BigDataCamp Silicon Valley @Strata 2012",1321386695000,1330392600000,37.402756,-121.978905,"Santa Clara Convention Center","Santa Clara"
"84901012","MongoSV 2012",1349081009000,1354676400000,37.402756,-121.978905,"Santa Clara Convention Center","Santa Clara"
"105661042","BigDataCamp @ O'Reilly Strata 2013",1361437699000,1361842200000,37.402756,-121.978905,"Santa Clara Convention Center","Santa Clara"
"85444922","SV Android Developers cohosting with ARM® TechCon™",1349329854000,1351643400000,37.402756,-121.978905,"Santa Clara Convention Center","Santa Clara"
"qskdnyqkbhb","Silicon Valley Startup Funding Group Monthly Meetup",1338071463000,1342144800000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qhfdnynmbvb","The Silicon Valley Entrepreneur Meetup Group Monthly Meetup",1268852226000,1284688800000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnynpbgb","Silicon Valley Startup Funding Group Monthly Meetup",1268852411000,1288922400000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnyqfbcb","Silicon Valley Startup Funding Group Monthly Meetup",1327623872000,1330657200000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"dxjwbcyqmbbc","Silicon Valley Entrepreneur Meetup",1339844044000,1348192800000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnyphbhb","Silicon Valley Startup Funding Group Monthly Meetup",1268852411000,1304647200000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnynkbcb","Silicon Valley Startup Funding Group Monthly Meetup",1270094702000,1.278036e+12,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnynqbdb","Silicon Valley Startup Funding Group Monthly Meetup",1268852411000,1291345200000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnynnbkb","Silicon Valley Startup Funding Meetup",1268852411000,1286503200000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnynmbdb","Silicon Valley Startup Funding Group Monthly Meetup",1281228026000,1283479200000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qhfdnynpbxb","The Silicon Valley Entrepreneur Meetup Group Monthly Meetup",1268852226000,1290135600000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qhfdnypgbcc","The Silicon Valley Entrepreneur Meetup Group Monthly Meetup",1268852226000,1303437600000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qhfdnypkbcc","Trials & Triumphs of Entrepreneurs",1268852226000,1.3113e+12,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnyqdbdb","Bldg Biz & Media models Thurs 02 Feb",1326334931000,1.328238e+12,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnyqjbkb","Silicon Valley Startup Funding Group Monthly Meetup",1336262473000,1339120800000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"qskdnypcbjb","Silicon Valley Startup Funding Group Monthly Meetup",1268852411000,1294369200000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"14277594","Night Hike-Redwood City",1280637896000,1281061800000,37.474109,-122.278413,"Edgewood Park & Preserve","Redwood City"
"5907852","4th of July at Medjool - Come Dressed in RED, WHITE, AND BLUE!",1182239902000,1183600800000,37.756451,-122.418869,"Medjool","San Francisco"
"5393807","Valentine's Day at Medjool in the Mission",1168816112000,1171504800000,37.756451,-122.418869,"Medjool","San Francisco"
"48384652","It's GDC Party Time! IGDA party organized by the SV IGDA",1326761378000,1331085600000,37.77805,-122.40568,"1015","San Francisco"
"78786292","Serve a Hot, Nutritious Meal at Loaves & Fishes",1345596693000,1353108600000,37.356762,-121.84713,"Eastside Neighborhood Center","San Jose"
"16237094","9/25 - 9/26 Desert Dance Festival",1277450316000,1348851600000,37.354397,-121.94577,"SES Hall","Santa Clara"
"58357172","FYI:  Windows 8 App development",1333019128000,1.333566e+12,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"56212742","HTML5 Community Night",1331671135000,1334102400000,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"14399920","Hackers and Founders Presents - @ Microsoft Mountain View, Building One",1281607858000,1284602400000,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"57082702","HTML5 Community Night",1332231508000,1334102400000,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"17064537","HTML5 and Browsers: Community Night",1301154467000,1303862400000,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"9998650","Semantic Demo Session",1237584283000,1.239759e+12,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"15239717","YUIConf 2010 Keynote: ""Project Future""",1288133426000,1289442600000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"54222572","March Bayjax - An evening with Douglas Crockford and Nicholas Zakas",1330462767000,1330999200000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"14371278","Douglas Crockford: Loopage ",1281393318000,1282955400000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"11949987","December Bayjax @Yahoo! with John Resig",1259103170000,1260581400000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"16590308","Y! Front end summit '11: Douglas Crockford & Steve Souders",1297886149000,1301448600000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"16564259","""Open Mic"" night Bayjax",1297719884000,1301362200000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"15239592","YUIConf 2010 Panel Discussion: ""The Future of Web Development""",1288132807000,1289269800000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"69831802","Deconstructing Y! Axis Front End",1340126257000,1340672400000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"32502572","September Bayjax: Webkit UI performance, Angular.js",1315343325000,1316219400000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"50453462","An evening with the Flickr FE dudes",1328046222000,1.32858e+12,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"11258377","September Bayjax",1251823631000,1252459800000,37.414843,-122.024914,"Yahoo!","Sunnyvale"
"5557678","Live DJ and Dancing at Catalyst Cocktails (SOMA)",1173581918000,1175133600000,37.775463,-122.40288,"Catalyst Cocktails","San Francisco"
"14314089","Tito, most famous male belly dancer, teaches in Redwood City, CA",1280903298000,1286643600000,37.48606,-122.22628,"Odd Fellows Hall","Redwood City"
"16019018","Coyote Lake-Harvey Bear Ranch County Park (Dog friendly hike)",1294812137000,1303666200000,37.076138,-121.517784,"Coyote Lake-Harvey Bear Ranch (COYOTE LAKE Entrance)","Gilroy"
"10314002","Cleantech Companies in Growth Mode",1241208265000,1243474200000,37.79598,-122.403404,"Swissnex-Consulate General of Switzerland","San Francisco"
"72419372","Ice skating, bowling in SF",1341726751000,1354474800000,37.782864,-122.400085,"Yerba Buena Ice Skating & Bowling Center","San Francisco"
"13704538","A Fun Saturday Night -San Francisco ",1275720667000,1.277604e+12,37.786,-122.411705,"Marrakech Moroccan Restaurant","San Francisco"
"cgrtvypmbdc","Silicon Valley Entrepreneurs Networking Lunch",1303000728000,1316545200000,37.405483,-121.97176,"Santa Clara Golf and Tennis Club","Santa Clara"
"5841697","Paris, Je T'Aime: Crepes, Cinema, Cafe",1180726637000,1181262600000,37.787754,-122.438232,"Long Bar -> Clay Theatre","San Francisco"
"10358662","CEO Space Presents The Amazing Lisa Nichols of ""The Secret"" May 14",1241673551000,1242349200000,37.602757,-122.37225,"San Francisco Airport Marriott","Burlingame"
"8110797","Mission Cliffs - Gym Meetup (All Levels)",1213045354000,1217469600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"9917350","Mission Cliffs - Gym Meetup (All Levels)",1236631739000,1241056800000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypcbhb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1294284600000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnypgbrb","Mission Cliffs - Gym Meetup (All Levels)",1272952358000,1302748200000,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
"pmbpnyqdbtb","Mission Cliffs - Gym Meetup (All Levels)",1328740917000,1.329363e+12,37.760151,-122.412621,"Mission Cliffs Climbing & Fitness","San Francisco"
