"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"5771765","¡South Bay Chihuahua June Meetup!",1179000435000,1181415600000,37.457283,-121.863098,"Milpitas Dog Park at Ed Levin County Park","Milpitas"
"5470365","¡South Bay Chihuahua March Meetup!",1171141313000,1173556800000,37.457283,-121.863098,"Milpitas Dog Park at Ed Levin County Park","Milpitas"
"vbgsqyqkbxb","Playgroup at Burton Park",1342118990000,1342632600000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqmbqb","Playgroup at Burton Park",1346957223000,1.347471e+12,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqnbgc","Playgroup at Burton Park",1350586424000,1351099800000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqmbjc","Playgroup at Burton Park",1348167012000,1348680600000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqkbgb","Playgroup at Burton Park",1340908710000,1.341423e+12,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqdbtb","Playgroup at Burton Park",1328708349000,1329330600000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqhbmb","Playgroup at Burton Park",1336071240000,1336584600000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyrcbnc","Playgroup at Burton Park",1359056465000,1359570600000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyrcbdb","Playgroup at Burton Park",1356637721000,1357151400000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqcbgb","Playgroup at Burton Park",1322362064000,1325701800000,37.499283,-122.260345,"Burton Park","San Carlos"
"104814512","Free Stroller Strides Workout for first time clients",1360975595000,1363105800000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqfblc","Playgroup at Burton Park",1332373565000,1332955800000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyrdbkc","Playgroup at Burton Park",1300919226000,1361989800000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqqbhb","Playgroup at Burton Park",1354218057000,1354732200000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyrdbrb","Playgroup at Burton Park",1300919226000,1360780200000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqhbfc","Playgroup at Burton Park",1337280560000,1337794200000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqpbcc","Playgroup at Burton Park",1353009088000,1353522600000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqlbtb","Playgroup at Burton Park",1344538143000,1345051800000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqdbmc","Playgroup at Burton Park",1330026392000,1330540200000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqgbpb","Playgroup at Burton Park",1333061267000,1334165400000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqgbhc","Playgroup at Burton Park",1334860686000,1.335375e+12,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqypqbcc","Playgroup at Burton Park",1322362004000,1324492200000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqypqbkb","Playgroup at Burton Park",1322361952000,1323282600000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqcbxb","Playgroup at Burton Park",1322362125000,1326911400000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqjbjb","Playgroup at Burton Park",1338355452000,1339003800000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqqbzb","Playgroup at Burton Park",1355428027000,1355941800000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqnbnb","Playgroup at Burton Park",1349375922000,1349890200000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqfbsb","Playgroup at Burton Park",1331236002000,1331746200000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqjbbc","Playgroup at Burton Park",1339700061000,1340213400000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqlbmc","Playgroup at Burton Park",1345748035000,1346261400000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyphbhc","Playgroup @ Burton Park, Launch Party with free giveaways & raffle after workout",1306095229000,1.306431e+12,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqlbcb","Playgroup at Burton Park",1343328147000,1343842200000,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyrcbvb","Playgroup at Burton Park",1357847647000,1.358361e+12,37.499283,-122.260345,"Burton Park","San Carlos"
"vbgsqyqpbkb","Playgroup at Burton Park",1351795713000,1.352313e+12,37.499283,-122.260345,"Burton Park","San Carlos"
"84901012","MongoSV 2012",1349081009000,1354676400000,37.402756,-121.978905,"Santa Clara Convention Center","Santa Clara"
"41280372","BigDataCamp Silicon Valley @Strata 2012",1321386695000,1330392600000,37.402756,-121.978905,"Santa Clara Convention Center","Santa Clara"
"48309282","Sweetheart Dance Couples & Singles",1326733641000,1329019200000,37.287045,-121.94604,"Sonoma Chicken Coop","Campbell"
"dxjwbcypnbbc","Silicon Valley Entrepreneur Meetup",1315689360000,1319162400000,37.432373,-121.899483,"DENNYS 333 S. Abbott Ave","Milpitas"
"5373984","Wednesday Night Dance Party at Gravity Room In The Marina",1168209277000,1.169694e+12,37.799824,-122.441399,"Gravity Room","San Francisco"
"lwxmqypfbrb","Run in Woodside",1298242293000,1.300032e+12,37.474109,-122.278413,"Edgewood Park & Preserve","Redwood City"
"50306782","Super Bowl Sunday hike 1030am 1.5 hour @ Edgewood Park w/ Fun Fit  Unite GRP",1327965604000,1328466600000,37.474109,-122.278413,"Edgewood Park & Preserve","Redwood City"
"5905635","Summer Party at Matrix Fillmore",1182200009000,1185501600000,37.79867,-122.43581,"MatrixFillmore","San Francisco"
"6092237","NEW YEARS PARTY AT MATRIX FILLMORE!",1185679740000,1199163600000,37.79867,-122.43581,"MatrixFillmore","San Francisco"
"5393740","Party to Midnight at Matrix Fillmore!",1168814470000,1170298800000,37.79867,-122.43581,"MatrixFillmore","San Francisco"
"48384652","It's GDC Party Time! IGDA party organized by the SV IGDA",1326761378000,1331085600000,37.77805,-122.40568,"1015","San Francisco"
"5457735","Art and Wine at Martin Lawrence Gallery",1170780081000,1172804400000,37.80659,-122.421326,"Martin Lawrence Gallery","San Francisco"
"17064537","HTML5 and Browsers: Community Night",1301154467000,1303862400000,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"56212742","HTML5 Community Night",1331671135000,1334102400000,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"57082702","HTML5 Community Night",1332231508000,1334102400000,37.41317,-122.071236,"Microsoft Campus, Bldg 1","Mountain View"
"9024825","Life Drawing & Painting MARATHON ~ CHICAGO CABARET THEME!",1224869186000,1226253600000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"9024871","SPECIAL NIGHT ~ TWO MODELS POSE!!!",1224869614000,1.229652e+12,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"10044871","San Diego Figure Drawing & Painting Group Meetup",1238110078000,1244768400000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"9440887","Life Drawing & Painting MARATHON ~ The Bather Theme! ",1231091478000,1.234116e+12,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"9024843","San Diego Figure Drawing & Painting ~ SPECIAL NIGHT ~ TWO MODELS POSE!!!",1224869450000,1227232800000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"10044856","San Diego Figure Drawing & Painting Group Meetup",1238109957000,1242349200000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"9587724","Life Drawing & Painting MARATHON! Classical Nude Theme!",1232746474000,1237741200000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"10044872","San Diego Figure Drawing & Painting Group Meetup",1238110099000,1245373200000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"8506187","Life Drawing & Painting MARATHON! GUSTAVE KLIMT theme!",1218231674000,1223830800000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"9587736","San Diego Figure Drawing & Painting Group Meetup",1232746599000,1235095200000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"8363490","Life Drawing & Painting MARATHON! 50s PINUP THEME!",1216359986000,1221411600000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"8506193","Life Drawing & Painting MARATHON ~ Egon Schiele theme!",1218231694000,1225040400000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"9587733","Thursday, February 26th San Diego Figure Drawing & Painting Meetup",1232746562000,1.2357e+12,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"9229798","Life Drawing & Painting MARATHON! Paul Gauguin Theme!",1227641520000,1232906400000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
