"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
32028,36.97252,-122.024036,"Malabar Cafe ","Santa Cruz","10093814"
231073,36.97605,-122.026726,"Lulu Carpenter's","Santa Cruz","49134322"
236611,36.96304,-122.00025,"Fifth ave.","Santa Cruz","5509165|5580296|5654727"
275281,36.969276,-122.023987,"Saturn Cafe","Santa Cruz","15490916|66180262"
291068,36.990002,-122.059998,"Jeffery Luhn Studio","Santa Cruz","8530537"
291076,36.990002,-122.059998,"Jeffery Luhn Studio","Santa Cruz","8130824"
313967,36.967537,-122.020348,"Santa Cruz Beach Boardwalk","Santa Cruz","73853772|65816062|17523173|30683291|35388752|73459162"
318685,36.963036,-122.000244,"Cafe El Palomar","Santa Cruz","5994669|8189006|14558334"
319026,36.990002,-122.059998,"Cowell's Beach","Santa Cruz","5996540"
327008,36.99359,-122.005875,"DeLaveaga Golf course","Santa Cruz","96815512|84190572"
332112,36.96895,-122.027245,"Louden Nelson Center","Santa Cruz","9056527|15873357"
382796,36.958668,-122.0474,"Kelly's French Bakery Cafe","Santa Cruz","8360709"
385340,36.972225,-122.02559,"Del Mar Theatre","Santa Cruz","11380646"
387881,36.97247,-122.02712,"Nickelodeon Theater","Santa Cruz","15560985"
388975,36.962177,-122.078316,"Wilder Ranch State Park","Santa Cruz","10282084|15080491|37218132|prfqsypjbhb|prfqsypkbfb|prfqsyplbkb|prfqsypmbgb|prfqsypnbdb|prfqsyppbjb|prfqsypqbgb|prfqsyqcbcb|prfqsyqdbhb|prfqsyqfbgb|prfqsyqgbcb"
545236,36.99,-122.06,"Veterans Memorial Building","Santa Cruz","7542590|7542596|7542604|7542606"
550205,36.97316,-122.02797,"Pacific Institute of Photography","Santa Cruz","7836725|7877377|8062525|12892629|12892661|12273542|12273603|47891312|64808122"
554739,36.961945,-122.023834,"Cowell's Beach","Santa Cruz","7314423|8064362|9897782|14563206|14652543|14810223|21166211|23024221|105275992"
579879,36.982498,-122.036667,"Harvey West Park","Santa Cruz","14288164"
618467,36.977097,-121.902359,"Parking lot on Aptos Creek Road","Santa Cruz","95443262"
663259,36.97099,-122.02524,"The Catalyst Club","Santa Cruz","25524231|99120652"
663264,36.94952,-122.05553,"Natural Bridges State Beach","Santa Cruz","11629645|15486919|16113253"
663266,37.013256,-122.00224,"Mystery Spot","Santa Cruz","7610363"
663267,36.980007,-122.01013,"Rio Theatre","Santa Cruz","15093443|18552741|20990251|50398022|49364242"
679237,36.970434,-122.025454,"Wellness Community Transformation Center","Santa Cruz","8241569|8241589|8241647|8241750"
712107,36.964202,-122.020156,"Santa Cruz Beach Boardwalk","Santa Cruz","17420563|12276582|16715000|17459600|13910889|13650183|14987512|24043261|76288972|66678562|17044072"
713320,36.953269,-122.040684,"Lighthouse Point","Santa Cruz","10674899"
717062,36.96406,-122.007572,"Seabright State Beach","Santa Cruz","8510851|11462298|11779946"
723262,36.96316,-121.998605,"Twin Lakes Beach","Santa Cruz","13919340|13751780|13749997|13775887|16543522|24198601|16543529|13774715|16543435|22991951|16543444|30536811|17369527|16543495|16543505|16543544|24955461"
734615,36.975482,-122.008907,"Pacific Cultural Center","Santa Cruz","16699359|32361372|36143442|51654692|55393752|qkjpscyqgbcc|qkjpscyqhbzb|12940284|14072205"
751813,37.159966,-121.984269,"Wilder Ranch","Santa Cruz","13120396|13922586|14212069|14534017|14990043|15886306|34068032|38879682|39569362|83229532|87266542|11772945|37271742|39250012|42848802|61918612|71054192|79864212|13633907|30389241|102140982|33330082|72539332|78071062|64577732|86805512"
755729,36.962675,-122.024244,"Cowell's Beach","Santa Cruz","8700192|8799168|8799178"
765786,36.975966,-122.021392,"San Lorenzo Park - field by river","Santa Cruz","29384651|69580812|14303308|29383401|69580852"
765877,36.978865,-122.047288,"First Congregational Church","Santa Cruz","23976411"
775647,37.094466,-121.876914,"Soquel Demostration Forest","Santa Cruz","12325074|15804243|13766666|14889608|34128242|81475852|cdnbrypjbqb|cdnbrypkbnb|cdnbryplbsb|cdnbrypmbpb|cdnbrypnbmb|cdnbryppbrb|cdnbrypqbpb|cdnbryqcblb|cdnbryqdbqb|cdnbryqfbpb|cdnbryqgblb|cdnbryqhbrb|cdnbryqkblb|cdnbryqlbqb|cdnbryqmbmb|66876652"
776985,36.987761,-121.982889,"Moe's Alley","Santa Cruz","56103802|16656407"
781888,36.979951,-122.010262,"Rio Theatre","Santa Cruz","7539812|6544054"
793630,36.964485,-122.019142,"Santa Cruz Wharf","Santa Cruz","9776360|14272662"
816514,36.974933,-122.025278,"Woodstock Pizza","Santa Cruz","98217962|102979382"
818261,36.975731,-122.028191,"Cypress Cafe Lounge","Santa Cruz","9171427|9221056"
818722,36.969786,-122.026036,"Kuumbwa Jazz","Santa Cruz","15146714|28956531|71731182"
