"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"hzbsqypfbdc","The Fort Worth Witches Meetup Group",1296057212000,1300834800000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"5520645","The Fort Worth Witches March Meetup",1172628295000,1.17504e+12,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"fqkwnynnbjc","The Fort Worth Witches Meetup Group",1277167625000,1288137600000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"fqkwnynkbkc","The Fort Worth Witches Meetup Group",1277240850000,1280275200000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"fqkwnynpbfc","The Fort Worth Witches Meetup Group",1288180031000,1290560400000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"9781912","Fort Worth Witch's Meetup",1235106886000,1237939200000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"zzcsqypjblc","The Fort Worth Witches Meetup Group",1277167625000,1309305600000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"fqkwnynjbdc","The Fort Worth Witches Meetup Group",1277168917000,1277251200000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"fqkwnypcbhc","The Fort Worth Witches Meetup Group",1277167625000,1296003600000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"wzcsqypgbjc","The Fort Worth Witches Meetup Group",1277167625000,1303858800000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"fqkwnypdbdc","The Fort Worth Witches Meetup Group",1296038465000,1298422800000,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"zzcsqyphbgc","The Fort Worth Witches Meetup Group",1277167625000,1.306278e+12,32.732605,-97.38844,"Borders Books & Music","Ft Worth"
"5520644","Dallas Democrats March Meetup",1172628295000,1.17504e+12,32.8366,-96.78128,"La Madeleine","Dallas"
"6393309","Theology Discussion",1190257592000,1.193364e+12,32.862003,-97.076736,"Denny's Euless","Euless"
"wtfpnyrdbbc","Le Rendez-vous in Dallas",1273040062000,1361408400000,32.911163,-96.803764,"La Madeleine (Near Forest Ln.)","Dallas"
"5333093","Monthly Raw Food Potluck - Sponsor Rancho's Market",1166398254000,1175990400000,32.74884,-117.13012,"Rancho's Natural Foods","San Diego"
"9093247","AREA April Meeting -- How to Organize Your Real Estate Portfolio",1225826816000,1240675200000,32.723064,-97.14911,"Chase Bank Building","Arlington"
"9093295","Area Elite July Meeting = Advanced Tax Strategies",1225827070000,1247932800000,32.723064,-97.14911,"Chase Bank Building","Arlington"
"13627545","Fort Worth Witches Meetup Ice Cream Social",1275083694000,1277679600000,32.79913,-97.3944,"Cliff and Bre's house","Fort Worth"
"34934602","Swan Thieves by Elizabeth Kostova",1316996769000,1.3194e+12,32.78463,-97.348335,"Joe T Garcia's Restaurant","Fort Worth"
"6169655","Wednesday Night Tennis Play & Practice",1186965632000,1190847600000,32.72,-97.08,"Randol Mill Park","Arlington"
"5506055","The San Diego Drawing & Painting Meetup",1172199668000,1175216400000,32.729076,-117.17153,"The Ubiquitous Bee","San Diego"
"5598042","The Glass Cactus & Havana NRG!",1174668564000,1.17513e+12,32.93,-97.099998,"Glass Cactus","Grapevine"
"6347550","Saturday Tennis Play & Practice",1189639897000,1193515200000,32.764694,-97.125786,"lamar high school tennis courts","Arlington"
"6169635","Weekly Tennis Play and Practice",1186965410000,1.191186e+12,32.764694,-97.125786,"lamar high school tennis courts","Arlington"
"nljknyrnbmb","2nd Wednesday Knitting and Crocheting Meetup",1270689621000,1381366800000,32.778587,-117.00701,"Panera Bread","La Mesa"
"qwvsjcyrmbhc","4th Wednesday Knitting and Crocheting Meetup",1324162967000,1380157200000,32.778587,-117.00701,"Panera Bread","La Mesa"
"5551207","Grand Praire Dog Park Opening!",1173404590000,1177167600000,32.698864,-97.002266,"Grand Praire Dog Park","Grand Prairie"
"55281592","FT. Worth Main Street Arts Festival",1331082591000,1335029400000,32.75389,-97.33072,"FT Worth Main Street Arts Festival","Fort Worth"
"13740788","Meet & Greet & Eat",1276033378000,1277425800000,32.783356,-97.32306,"Mercado Juarez Restaurant","Fort Worth"
"15323363","Meet & Great * Eat",1288792761000,1290130200000,32.783356,-97.32306,"Mercado Juarez Restaurant","Fort Worth"
"52104852","Lets Eat Mexican Food!",1329094973000,1331254800000,32.783356,-97.32306,"Mercado Juarez Restaurant","Fort Worth"
"14256318","Meet & Greet & Eat",1280437724000,1282264200000,32.783356,-97.32306,"Mercado Juarez Restaurant","Fort Worth"
"15874844","More Sushi ~ This time at Edohana Sushi",1293897103000,1298851200000,32.71247,-97.38584,"Edohana Sushi","Fort Worth"
"85947592","Surprise dinner place",1349644884000,1351207800000,32.809887,-97.42178,"Racetrac","Fort Worth"
"86284622","Ride to see some old rides",1349829521000,1.350738e+12,32.809887,-97.42178,"Racetrac","Fort Worth"
"80030082","Triple Secret Ride",1346296547000,1349528400000,32.809887,-97.42178,"Racetrac","Fort Worth"
"45272042","Dracula-Texas Ballet Theater",1324593510000,1330221600000,32.754772,-97.329781,"Bass Hall","Fort Worth"
"101476832","La Boheme",1359213227000,1366504200000,32.754772,-97.329781,"Bass Hall","Fort Worth"
"13918660","Healthy Trails @ Coyote Lake Harvey Bear",1277575048000,1282406400000,37.076138,-121.517784,"Coyote Lake-Harvey Bear Ranch (COYOTE LAKE Entrance)","Gilroy"
"27725881","Jailbreak Mud Run",1312147551000,1316278800000,33.028959,-97.250161,"Adventure Park","Roanoke"
"6212838","Wednesday Social",1187635514000,1190849400000,32.735737,-97.132164,"J. Gilligan's Bar & Grill","Fort Worth"
"6381661","Wednesday Social",1190127248000,1.192059e+12,32.735737,-97.132164,"J. Gilligan's Bar & Grill","Fort Worth"
"62931762","FREE Outdoor Concert: Emerald City @Old Bedford School",1335891181000,1.338507e+12,32.84549,-97.1401,"The Old Bedford School - South Lawn","Bedford"
"57045272","FREE Outdoor Concert: Emerald City (Old Bedford School)",1332204063000,1.338507e+12,32.84549,-97.1401,"The Old Bedford School - South Lawn","Bedford"
"6242721","DFW World of Warcraft Squad September Meetup",1188079572000,1191099600000,32.946426,-97.071358,"Gameworks","Grapevine"
"pfgbryphbcc","Weekly Walk/Ride",1304872938000,1305982800000,32.713955,-97.176605,"Clarence Foster Park","Arlington"
"pfgbryphbsb","Weekly Walk/Ride",1304872938000,1.305378e+12,32.713955,-97.176605,"Clarence Foster Park","Arlington"
"pfgbryphblc","Weekly Walk/Ride",1304872938000,1306587600000,32.713955,-97.176605,"Clarence Foster Park","Arlington"
"16217192","Weekly Walk/Ride",1267204819000,1304773200000,32.713955,-97.176605,"Clarence Foster Park","Arlington"
"6380246","Arlington Republican Club",1190097248000,1190937600000,32.7591,-97.08846,"Shady Oak Barbeque & Grill - Arlington","Arlington"
"6308047","Humperdink's MVP Happy Hour (Arlington)",1189081497000,1194393600000,32.75282,-97.06774,"Humperdink's","Arlington"
"6272961","Geocaching Super Spooky Halloween Challenge!",1188525352000,1193356800000,32.78273,-97.116524,"River Legacy Park","Arlington"
"6383265","Climbing Meetup at Summit (Grapevine, TX)",1190142961000,1190566800000,32.91827,-97.079796,"Summit Climbing Gym","Grapevine"
"6400583","Monthly Meet & Greet & Eat",1190348482000,1196989200000,32.849998,-97.089996,"Gators Sports Bar and Grill","Euless"
"13650808","Understanding, Making, and Using Talismans and Amulets",1275349614000,1282521600000,32.934605,-97.082115,"My Home","Grapevine"
"13650303","Kitchen Witchery: Potions",1275347058000,1280091600000,32.934605,-97.082115,"My Home","Grapevine"
"tzlrqyqjbhb","Speaking For Success, a Monthly Support Group for Speakers & Presenters.",1333482533000,1338906600000,32.730191,-97.360494,"Ol' South Pancake House","Fort Worth"
