"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"smjjqypqbbc","LUNCH HIKE at Spring Creek Preserve",1296065251000,1.324404e+12,32.964236,-96.656033,"Spring Creek Park Preserve","Garland"
"10562716","Hike @ Spring Creek Richardson ",1243999695000,1245607200000,32.989858,-96.697294,"Spring Creek Nature Trails","Richardson"
"12439283","Saturday Stone Soup Peer Critique Workshop Meetup",1264610890000,1.289664e+12,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12432344","Saturday Stone Soup Peer Critique Workshop Meetup",1264546932000,1266076800000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12432332","Stone Soup Peer Critique Workshop Meetup",1264546843000,1265763600000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"rgrqqyplbdb","Stone Soup Peer Critique Workshop Meetup",1299891763000,1312329600000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439727","Stone Soup Peer Critique Workshop Meetup",1264613814000,1287532800000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439305","Saturday Stone Soup Peer Critique Workshop Meetup",1264611065000,1292083200000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439624","Stone Soup Peer Critique Workshop Meetup",1264613150000,1.28088e+12,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12440241","Stone Soup Peer Critique Workshop Meetup",1264616954000,1284508800000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12440550","Stone Soup Peer Critique Workshop Meetup",1264618683000,1293584400000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439270","Saturday Stone Soup Peer Critique Workshop Meetup",1264610794000,1.287846e+12,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439210","Saturday Stone Soup Peer Critique Workshop Meetup",1264610408000,1.281798e+12,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439639","Stone Soup Peer Critique Workshop Meetup",1264613274000,1282089600000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439704","Stone Soup Peer Critique Workshop Meetup",1264613680000,1286323200000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439972","Stone Soup Peer Critique Workshop Meetup",1264615476000,1273622400000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"12439332","Saturday Stone Soup Peer Critique Workshop Meetup",1264611232000,1294502400000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"kgrqqyplbvb","Stone Soup Peer Critique Workshop Meetup",1299891386000,1313539200000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"13619023","Dog-A-Poolooza Dog Swim Day!",1275006779000,1282399200000,32.938793,-96.662636,"Holford Park Public Pool","Garland"
"10703557","Dog-A-Poolooza Dog Swim Day!",1245631647000,1250949600000,32.938793,-96.662636,"Holford Park Public Pool","Garland"
"wcswnynpbgc","RRS Group Run",1277360529000,1290650400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"clblrypnblb","Messages from the Masters of Light",1305401970000,1318120200000,32.955183,-96.768197,"Spiritual Fitness Center","Richardson"
"qfpgfcyqmbwb","Emo Trance (Emotional Management)",1342496745000,1347926400000,32.955183,-96.768197,"Spiritual Fitness Center","Richardson"
