"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"qwjnkcyqnbjb","San Diego Cocker Spaniel Meetup.",1328356145000,1349553600000,32.864635,-117.22166,"Doyle Park Dog Park","San Diego"
"15873234","January San Diego Corgi Meetup - Winter Wonderland - Jan 22",1293856508000,1295719200000,32.779425,-117.219693,"Fiesta Island","San Diego"
"6809528","March Network Marketing Meetup",1196138773000,1205287200000,32.756264,-117.19777,"La Pinata Mexican Restaurant","San Diego"
"10025362","Morrison Hotel Gallery - Robert Whitaker Reception",1237919101000,1240711200000,32.849087,-117.27196,"Morrison Hotel Gallery (Fine Art Music Photography)","La Jolla"
"33468492","Griffs & Skiffs!",1315968060000,1316887200000,32.753685,-117.249352,"Dog Beach at Ocean Beach","San Diego"
"85548052","1/2 Price Game Night and Happy Hour at Dave n Busters",1349389022000,1350520200000,32.82,-117.199997,"Dave and Buster's","San Diego"
"7027556","San Diego Stammtisch-Lite February Meetup",1199419710000,1202439600000,32.7541,-117.130165,"Crazy Burger","San Diego"
"12663168","FIRST SPRING Hike Torrey Pines beach trail hike Followed by Lunch at Il Fornaio",1266770434000,1.269801e+12,32.828327,-117.255852,"Torrey Pines State Reserve","san diego"
"16541793","The People's Republic of Ocean Beach Shootout",1297539973000,1.299348e+12,32.743656,-117.245865,"Ocean Beach","San Diego"
"bwxmqyqqbcb","Saturday Morning Run",1298241588000,1354377600000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"9332560","The San Diego Basset Hound January Meetup",1229198907000,1.231614e+12,32.803463,-117.16301,"Kearny Mesa Dog Park","San Diego"
"9465065","The San Diego Italian Language February Meetup",1231300947000,1234321200000,32.853981,-117.256577,"Osteria Romantica","La Jolla"
"7065560","Open Water SCUBA Diver Course (PADI)",1199831067000,1.203129e+12,32.853572,-117.254485,"OEX Dive and Kayak La Jolla","La Jolla"
"25495771","Kayaking at La Jolla Shores",1310500589000,1310920200000,32.853572,-117.254485,"OEX Dive and Kayak La Jolla","La Jolla"
"53575592","Kayaking at La Jolla Shores",1330048927000,1.3302e+12,32.853572,-117.254485,"OEX Dive and Kayak La Jolla","La Jolla"
"16763916","Kayaking at La Jolla Shores",1299045640000,1299355200000,32.853572,-117.254485,"OEX Dive and Kayak La Jolla","La Jolla"
