"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
319601,37.84,-122.220001,"Sibley Volcanic Regional Park","Oakland","5999968"
344601,37.810318,-122.184421,"Joaquin Miller Park","Oakland","29578971"
357334,37.810001,-122.269997,"Lukas","Oakland","6257663"
357343,37.815533,-122.26809,"Karma Kitchen at Namaste Restaraunt","Oakland","6257693"
357943,37.83169,-122.2455,"Chapel of the Chimes","Oakland","6261535"
385818,37.84,-122.220001,"Lireille Gallery","Oakland","6445330"
399036,37.82,-122.230003,"McNally's Irish Pub","Oakland","6535277"
404277,37.808895,-122.25526,"Ensarro","Oakland","8366703"
419511,37.731342,-122.20641,"The Independent Institute","Oakland","6669701"
431268,37.810001,-122.290001,"Kimball's Carnival at Jack London Square","Oakland","6133254"
506669,37.80033,-122.271866,"Oakland Asian Cultural Center","Oakland","50672072"
507124,37.81079,-122.26172,"Lake Merritt Dance Center","Oakland","9106643|9140670"
549139,37.809647,-122.27005,"GWPC ","Oakland","7566329|7615214|7692935|7775824|7775948|7854228|7854262|8027662|8027699|8027731|8247434|8931344|9569308|9805134|9805160|9942458|10015026|10015042|10150041|10207682|10207699|10364268|10459853|10600924|10601377|10646310|10808482|10808519|10808551|11004216|11004222|11004251|11238896|11338525|11512111|11714707|11714916|11897731|11918238|11979190|12053387|12214446|12254822|12254971|12526064|12526102|12621503|12810705|12871631|12871638|pcxjnyngbjb|pcxjnyngbrb|pcxjnyngbbc|13340438|pcxjnynhbpb|13581210|pcxjnynjbcb|13795538|13878974|13999154|14005800|14195209|14283029|14634982|15105772|15256628|15256635|15256644|15636361|15636371|15636409|15990202|16055194|16055344|86654642|98297782|100671372|102987782|10152416|10228278|10228289|11575909"
555409,37.821266,-122.225174,"Greek Orthodox Cathedral","Oakland","13167675"
566703,37.74134,-122.2025,"Alameda Food Bank","Oakland","7675264"
595000,37.804276,-122.270294,"Midtown Ballroom","Oakland","7845392"
596222,37.800877,-122.274895,"Levende East [Oakland]","Oakland","7852952"
598315,37.750305,-122.20445,"McAfee Coliseum [Oakland]","Oakland","7866727"
661934,37.809402,-122.268,"Paramount Theatre","Oakland","6942728|7433350|11116403|11794362|12734007"
661935,37.75031,-122.20445,"ORACLE Arena","Oakland","12860192|104276632|11571943|11571917|23682851|23681991|95194842"
661936,37.75341,-122.14994,"Oakland Zoo","Oakland","12061036|13846530|74142212"
661939,37.828915,-122.249046,"Mountain View Cemetery","Oakland","11491304|17288259|13037502"
661955,37.796738,-122.27804,"Kimball's Carnival","Oakland","42485672|56163722|92288192|96928692"
680818,37.798329,-122.151135,"Redwood Regional Park","Oakland","11018811"
680821,37.809563,-122.259682,"Children's Fairyland","Oakland","11016722|13115171"
687894,37.807144,-122.188644,"Tourist Club (Oakland Branch)","Oakland","10844943"
688395,37.794738,-122.277161,"Jack London Square","Oakland","8205713|14439413|14439727"
689527,37.814802,-122.177752,"Chabot Space and Science Center","Oakland","12785403|32345032"
693212,37.744186,-122.144112,"Dunsmuir House & Gardens","Oakland","9381798|8264458"
698221,37.798081,-122.261976,"Oakland Museum","Oakland","88108242"
700397,37.801608,-122.216045,"Oakland Public Library-Dimond","Oakland","11620213|11396036"
703320,37.823354,-122.262052,"Mosswood Park","Oakland","79861982"
705925,37.78,-122.22,"Jack London Square","Oakland","8301930"
708308,37.826492,-122.252193,"La Farine","Oakland","8318781"
711984,37.750404,-122.204521,"Oakland-Alameda Coliseum","Oakland","11167321|26623241"
715164,37.80264,-122.269018,"Maxwell's Restauant & Lounge ","Oakland","8368167|13332934"
716362,37.800346,-122.274101,"The Trappist","Oakland","15534575"
722061,37.805329,-122.277409,"Preservation Park","Oakland","8442995"
732573,37.795949,-122.278292,"Yoshi's OAKLAND","Oakland","12174752|6948270|7704819|7704821"
739648,37.744197,-122.144099,"Dunsmuir Historic Estate","Oakland","11038393|14656243|31282492"
742553,37.795431,-122.276826,"Jack London Square","Oakland","27819921|28913361"
749568,37.811218,-122.266886,"Luka's Taproom & Lounge","Oakland","12426230"
772965,37.817132,-122.263122,"Oakland Marriot City Center","Oakland","100892832"
774847,37.798628,-122.264271,"Oakland Museum of California","Oakland","13291467"
796791,37.803056,-122.262395,"Scottish Rite Center","Oakland","15514369|73877842|73878602|11860521|14111787|15141622|73877012"
805080,37.804412,-122.261949,"The Terrace Room @ The Lake Merritt Hotel","Oakland","90267192"
813421,37.74179,-122.120522,"Lake Chabot Golf Course","Oakland","82892002|101973222"
818319,37.813161,-122.268398,"Stork Club","Oakland","12935136|13357662|13757714|14009191|14284942|14704894|15211591|15318277|15431533|15748276|15846905|17071042|17499300|40184622|41128442|44555922|44787502|47777232|48691722|48718152|58571602"
819614,37.815971,-122.26532,"Humanist Hall","Oakland","30159161|75550372|18966051"
828153,37.804237,-122.230103,"Beth Jacob Congregation","Oakland","48873272"
838827,37.802157,-122.276552,"My place","Oakland","11072532|11543805|11702744|11826318"
839607,37.807675,-122.26536,"Robert Half","Oakland","11200496|12148881|13623100"
846363,37.801605,-122.272969,"Atrium Lounge, Oakland Marriott City Center ","Oakland","11038623"
855511,37.791673,-122.26718,"Home of Chicken and Waffles","Oakland","54429192"
861918,37.796576,-122.275395,"Club Anton","Oakland","75168382|76164872|80058212|85333702|86552202|89556282|91497962"
895401,37.751791,-122.2005,"Oakland A's Coliseum","Oakland","67608412|69686772"
902996,37.812781,-122.261359,"Whole Foods Cafe Gratitude","Oakland","9949394"
907596,37.80202,-122.274059,"The Washington Inn","Oakland","12925648"
908946,37.810949,-122.26706,"Franz Inc.","Oakland","11785520"
925582,37.80836,-122.269906,"The Den at the Fox Theater","Oakland","13264176"
931934,37.798943,-122.27446,"Scotts Seafood Restaurant","Oakland","11669989|75281322"
935448,37.807406,-122.270455,"Somar Bar and Lounge","Oakland","16048355"
944865,37.808703,-122.253012,"Grand Lake Coffee House","Oakland","32680652"
947134,37.78809,-122.251076,"Just Dance Ballroom","Oakland","16460040|16924200|16465219"
954417,37.723994,-122.196715,"Metropolitan Golf Links","Oakland","41207342|83475142"
955370,37.805496,-122.324219,"Middle Harbor Shoreline Park","Oakland","10383616"
955726,37.843582,-122.251442,"Crepevine","Oakland","13477198|14094634|17401121"
958931,37.804032,-122.273931,"infront of club one in oakland city center","Oakland","15865125"
963658,37.772391,-122.23117,"Total Rhythm Studio","Oakland","10452750"
969890,37.804277,-122.270292,"Jesso's Midtown Restaurant","Oakland","10506473"
973542,37.804354,-122.271236,"Oakland City Hall","Oakland","13097049"
976740,37.800248,-122.273866,"Starbucks","Oakland","11455863|12870142|28719941|30199211"
986508,37.78,-122.22,"Private","Oakland","10651408|10661798|10651414|10661800"
991658,37.8057,-122.3242,"Port of Oakland","Oakland","10397800"
1006839,37.809622,-122.183271,"Joaquin Miller Park","Oakland","75762992"
1013342,37.820843,-122.249822,"Terra's Temple","Oakland","17191085"
1029339,37.797024,-122.2761,"Souley Vegan","Oakland","16341451"
1035690,37.802545,-122.288786,"The Fortress","Oakland","11096705"
1040150,37.794733,-122.277147,"KTVU","Oakland","11136653"
1046276,37.733141,-122.214107,"Aviation High School","Oakland","11222605|11193233"
1051359,37.802774,-122.26695,"TechLiminal ","Oakland","16085559|16085538|16085576|16085621|16085605"
1058639,37.812069,-122.248713,"ACB Ballroom Dance School ","Oakland","11439092|11776776|11826319|11849019|11934394|12191641|12191643|12191647|14441779"
1059039,37.792027,-122.198978,"World Grounds Cafe","Oakland","17221318"
1059180,37.794732,-122.277165,"Jack London Square","Oakland","14275895|11316086"
1061965,37.809733,-122.190875,"Woodminster Amphitheater","Oakland","80713832|83333752"
1063072,37.747204,-122.142471,"Laura Jaffe's house","Oakland","11382224"
1067749,37.802868,-122.261353,"Lake Chalet","Oakland","11629341|12678039"
1069871,37.802679,-122.215199,"Dimond Branch Library","Oakland","88838752"
1073087,37.803179,-122.261536,"Lake Chalet Seafood Bar and Grill","Oakland","13451887"
1079695,37.772323,-122.214897,"The Paramount Theatre","Oakland","14213526"
1082995,37.811759,-122.28877,"defemery park","Oakland","11534788"
1085621,37.802883,-122.275452,"Le Cheval","Oakland","12166286"
1096507,37.807775,-122.272736,"The New Parish","Oakland","40187512"
1097826,37.811428,-122.247705,"Grand Lake Theater","Oakland","17319300|38613992"
1098400,37.814223,-122.265139,"Shashamane","Oakland","11669450"
1098981,37.812259,-122.260644,"Whole Foods","Oakland","97467002|97266552"
1114567,37.812367,-122.268578,"Paradiso","Oakland","13195061"
1118305,37.791181,-122.219801,"Dimond Cafe","Oakland","11857417"
1137741,37.8079,-122.27013,"The Cathedral of Christ the Light","Oakland","87134642"
1143299,37.730738,-122.199725,"Bob Dron Harley Davidson Dealership","Oakland","12107988"
1149375,37.77917,-122.153988,"Gora Heights","Oakland","12478959|13187230"
1155667,37.795794,-122.277976,"Cocina Poblana","Oakland","16791882"
1167113,37.80184,-122.219405,"Rachel's House","Oakland","14705009"
1176031,37.807163,-122.221719,"ACB Ballroom's New Location","Oakland","12456698|12456709|12456713|12862063|12862077|12862102|12862106|14441802|14441808|14441831"
1187074,37.829953,-122.264223,"East Bay Church of Religious Science","Oakland","78452662|78453582"
1200815,37.807747,-122.272596,"Hibiscus","Oakland","15397230"
1220036,37.79716,-122.263817,"Laney College Student Union Rm 401","Oakland","34078192"
1242612,37.718956,-122.156683,"The Uptown","Oakland","13150128"
1247875,37.813397,-122.261078,"Westlake Middle School ","Oakland","12991064"
1258746,37.809032,-122.268191,"Paramount Theatre ","Oakland","52083572|51993032|17817801|17375219"
1263034,37.79132,-122.167647,"Merritt College","Oakland","13377995"
1266359,37.790197,-122.247526,"Warehouse Gallery","Oakland","13413692"
1273170,37.796018,-122.275531,"Stoneridge Gallery","Oakland","13548104"
1280810,37.805529,-122.273793,"AIA East Bay Chapter Office","Oakland","15906570|16731064"
1286477,37.778366,-122.231289,"Safe Storage","Oakland","13635972"
1290133,37.795672,-122.279524,"USS Potomac","Oakland","13699047"
1298369,37.805177,-122.26811,"StopWaste.Org","Oakland","13798580|14676897|14829212|31343142"
1298808,37.843409,-122.282972,"School","Oakland","13804114"
1300152,37.826525,-122.232025,"Robert Half International","Oakland","14765114|15022711|15430144|15723944|17084539|17291102|17560100|32587822|48449832"
1334496,37.809834,-122.270203,"Great Western Power Company","Oakland","16446316|16546167|16720465|16720472|16720518|17171959|17194170|17194362|17807571|18232751|19766391|21076241|21911161|24692321|24692591|28048151|28048321|31464412|42089072|qctcjcypqbrb|qctcjcypqbkc|qctcjcyqcbnb|qctcjcyqcbgc|qctcjcyqdbkb|qctcjcyqdbcc|qctcjcyqfbjb|qctcjcyqfbbc|qctcjcyqgbfb|qctcjcyqgbwb|qctcjcyqhbcb|qctcjcyqhbmc|qctcjcyqjbqb|qctcjcyqjbjc|79504222|89151552|92756582|94884832"
1353940,37.815032,-122.275792,"Vagabond Ballroom","Oakland","84107432|86285572"
1381048,37.809921,-122.258968,"Bacheeso's","Oakland","31507332"
1382531,37.796067,-122.271281,"Radiance","Oakland","14855477"
1393372,37.801927,-122.274949,"Swan's Market Cohousing","Oakland","14991786"
1395526,37.751554,-122.201572,"Oracle Arena & Oakland-Alameda County Coliseum","Oakland","16500800|23994441"
1397311,37.801476,-122.271429,"No Worries (Filipino vegan cuisine)","Oakland","17496313"
1406687,37.817361,-122.180446,"Chabot Space & Science Center","Oakland","61875612"
1419666,37.798265,-122.182644,"Mbec Stones","Oakland","15325494|16908531"
1443883,37.794618,-122.277677,"Comedy Off Broadway","Oakland","49376002"
1464807,37.78112,-122.239074,"Numi Tea Garden","Oakland","54014792"
1487278,37.835857,-122.262726,"Tanjia Restaurant","Oakland","16351376|21358861|21350971"
1513559,37.85178,-122.260315,"White Horse Inn","Oakland","46801122|49688822|62586242"
1529912,37.810902,-122.264153,"KEMA - 6th Floor","Oakland","16651350"
1549156,37.744701,-122.134354,"Kerrigan House","Oakland","48363192"
1556188,37.808941,-122.254982,"Jong Ga House","Oakland","16869487"
1573816,37.807144,-122.188644,"Nature Friends Tourist Club","Oakland","63137832"
1573902,37.794548,-122.273865,"Cerruti Cellars","Oakland","89552092|17015811|89552772"
1579360,37.794193,-122.271584,"DetermiNation Aid Station ","Oakland","17042462"
1594816,37.808636,-122.248817,"Lake Merritt Pavillion by Public Library and Grand Lake Theatre","Oakland","21845911"
1611720,37.811172,-122.267136,"Great Wall of Oakland","Oakland","33485772|33485842|33485852"
1623269,37.798454,-122.280144,"Oakland Metro An Opera House","Oakland","25701881"
1627075,37.809105,-122.25724,"Grassy field by road","Oakland","17474706"
1629960,37.843037,-122.270363,"Children's Hospital  Oakland Reseach Institute Library ","Oakland","17502543"
1635849,37.781364,-122.2379,"In Motion A Center For Moving","Oakland","17555927|17555939|33962082|33964452|33964502|49216972|49217102|49217452|49217522|93828132"
1637754,37.808922,-122.265854,"24 Hour Fitness","Oakland","19367351|33527672"
1652531,37.816666,-122.264877,"Temple Sinai","Oakland","17708551"
1706411,37.807877,-122.267998,"Frank Ogawa Plaza","Oakland","82850142"
2037901,37.804817,-122.297585,"""Church of Soul""","Oakland","102398142|102761432"
2074631,37.808922,-122.265854,"24 Hour Fitness","Oakland","21427551|22348231|23116521|27301291|28165361|pcqzxyplbnb|pcqzxyplbwb|pcqzxyplbgc|pcqzxyplbpc|pcqzxypmbkb|pcqzxypmbsb|pcqzxypmbcc|pcqzxypmblc|pcqzxypnbhb|pcqzxypnbqb|pcqzxypnbzb|pcqzxypnbjc|pcqzxyppbdb|pcqzxyppbmb|pcqzxyppbvb|pcqzxyppbfc|pcqzxyppbnc|pcqzxypqbkb|pcqzxypqbsb|pcqzxypqbcc|pcqzxypqblc|pcqzxyqcbgb|pcqzxyqcbpb|pcqzxyqcbxb|pcqzxyqcbhc|pcqzxyqdbcb|pcqzxyqdblb|pcqzxyqdbtb|pcqzxyqdbdc|pcqzxyqdbmc|pcqzxyqfbkb|pcqzxyqfbsb|pcqzxyqfbcc|pcqzxyqfblc|pcqzxyqgbgb|pcqzxyqgbpb|pcqzxyqgbxb|pcqzxyqgbhc|pcqzxyqhbdb|pcqzxyqhbvb|pcqzxyqhbfc|pcqzxyqhbnc|pcqzxyqjbjb|pcqzxyqjbrb|pcqzxyqjbbc|pcqzxyqjbkc|pcqzxyqkbgb|pcqzxyqkbpb|pcqzxyqkbxb|pcqzxyqkbhc|pcqzxyqlbcb|pcqzxyqlblb|pcqzxyqlbtb|pcqzxyqlbdc|pcqzxyqlbmc|pcqzxyqmbhb|pcqzxyqmbqb|pcqzxyqmbzb|pcqzxyqmbjc|pcqzxyqnbfb|pcqzxyqnbnb|pcqzxyqnbwb|pcqzxyqnbgc|pcqzxyqnbpc|pcqzxyqpbkb|pcqzxyqpbsb|pcqzxyqpbcc|pcqzxyqpblc|pcqzxyqqbhb|pcqzxyqqbqb|pcqzxyqqbzb|pcqzxyqqbjc|pcqzxyrcbdb|pcqzxyrcbmb|pcqzxyrcbvb|pcqzxyrcbfc|pcqzxyrcbnc|pcqzxyrdbjb|pcqzxyrdbrb|pcqzxyrdbbc|pcqzxyrdbkc"
2286841,37.796555,-122.277573,"Jack London Square: The Fat Lady","Oakland","38059872"
2306881,37.795273,-122.277855,"Jack London Square","Oakland","28458481"
2455481,37.794189,-122.274918,"Jack London Square","Oakland","74070162"
2587861,37.846344,-122.285347,"the PLACE for sustainable living","Oakland","31778442"
2791011,37.802204,-122.272896,"Oakland Marriott City Center","Oakland","62983092|79087732"
3004201,37.804363,-122.271111,"Humanist Hall","Oakland","96762882|105079512"
3136101,37.807476,-122.270424,"Make Westing","Oakland","82104092"
3173531,37.731419,-122.21225,"Oakland Aviation Museum","Oakland","54139572"
3284462,37.809734,-122.190872,"Joaquin Miller Park, near the Woodminster Amphitheater","Oakland","83170922"
3476942,37.730152,-122.198807,"Red Lion Hotel Oakland International Airport","Oakland","33322792|33324932|33325472"
3606982,37.831146,-122.257004,"Park Day School Campus + Studio One Art Center","Oakland","34349702"
3636302,37.793853,-122.275135,"Eat Real Festival","Oakland","34594202"
3866952,37.819809,-122.259743,"3065 Richmond Blvd","Oakland","45394702|46158202|46142042|46121772|38473792|45200362|45432342|50224892|45198372|46138712|47495332|45398992|28947421|45438362|37251972|36796272|45341472|47998512|41000582|46397392|40974272|46120912|50971892|51013122"
3933742,37.811813,-122.198166,"Monaghan's On the Hill","Oakland","26515341|47217572"
