"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"12901062","April1st, Rosary Making Day! ",1268841185000,1270137600000,33.031387,-97.055222,"Your Own Home","Your City"
"12259824","February 1st, Rosary Making Day! ",1262940478000,1265043600000,33.031387,-97.055222,"Your Own Home","Your City"
"14362844","September 1st - All Rosary Makers Meetup Group's Rosary Making Day!",1281327942000,1283358600000,33.031387,-97.055222,"Your Own Home","Your City"
"82472282","Make Rosary October 1st",1347673195000,1.3491e+12,33.031387,-97.055222,"Your Own Home","Your City"
"84388822","Real Money Talk for Women -",1348769692000,1350604800000,33.038403,-97.048981,"Lamb of God Lutheran Church","Flower Mound"
"7977474","Tuesday Referral networking",1211318755000,1211900400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynlbgc","Tuesday Referral Networking",1272395560000,1.282662e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynmbcc","Tuesday Referral Networking",1272395560000,1285081200000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"12835427","Ladies Night Out Referral Networking",1268191602000,1.271115e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"7981091","Tuesday Referral networking",1211341708000,1212508800000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"hqjmpynmblc","Tuesday Referral Networking",1272395560000,1.285686e+12,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynmbsb","Tuesday Referral Networking",1272395560000,1284476400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10822463","Referral Networking",1246987284000,1248188400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"gmdnnynmbkb","Tuesday Referral Networking",1272395560000,1283871600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"7981097","Tuesday Referral networking",1211341755000,1213113600000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"7981102","Tuesday Referral networking",1211341796000,1213718400000,33.049858,-97.014938,"Lewisville Estates","Lewisville"
"10707483","Destroyer at Hat Tricks",1245686278000,1247968800000,33.01207,-96.99293,"Hat Tricks","Lewisville"
"97434212","Let's Get Aquainted",1357109690000,1357396200000,33.04224,-97.03707,"Starbucks","Flower Mound"
"pstmnynjbmb","Sunset Sail Grapevine 5PM -6:30PM Burgers at Big Daddy's, 6:30Pm board boats.",1275165859000,1276124400000,32.965168,-97.09407,"Scott's Landing Marina","Grapevine"
"wdkwnynlbjb","Sunset Sail with Fireworks.",1279556414000,1281133800000,32.965168,-97.09407,"Scott's Landing Marina","Grapevine"
"12284584","House Bracelet & HP Scrapbook Workshop",1263193652000,1276455600000,33.03614,-97.008156,"Denise's House","Lewisville"
"78011482","Hangman's Leather Up to Muenster Ride",1345131671000,1349620200000,33.04224,-97.03707,"Starbucks","Flower Mound"
"33898142","Ride to Mary's",1316262435000,1317560400000,33.04224,-97.03707,"Starbucks","Flower Mound"
"91624972","Getting Started & Caring For Backyard Chickens",1353036696000,1355187600000,33.033115,-97.07725,"Flower Mound Public Library","Flower Mound"
"29658011","Watch Wildflowers: Seeds of History Film",1313468266000,1314661500000,33.033115,-97.07725,"Flower Mound Public Library","Flower Mound"
"16759653","Growing and Cooking With Herbs",1299026812000,1302134400000,33.033115,-97.07725,"Flower Mound Public Library","Flower Mound"
"78129872","Sustainable Landscape Site Design",1345183746000,1349135100000,33.033115,-97.07725,"Flower Mound Public Library","Flower Mound"
"51765012","Love For Kids ""All Kids Count"" Picnic for Physically/Mentally Fragile Children",1328829562000,1.333206e+12,33.046207,-97.12388,"Circle R Ranch","Flower Mound"
"29905161","Love For Kids Christmas Party",1313623142000,1323527400000,33.046207,-97.12388,"Circle R Ranch","Flower Mound"
"51979842","All Kids Count Picnic",1328992644000,1333204200000,33.046207,-97.12388,"Circle R Ranch","Flower Mound"
"37689822","Luv for Kids Christmas Party",1318870025000,1323527400000,33.046207,-97.12388,"Circle R Ranch","Flower Mound"
"9891317","ALL KIDS COUNT! 150 VOLUNTEERS NEEDED= picnic for 1000 chronically ill children!",1236296089000,1.239462e+12,33.046207,-97.12388,"Circle R Ranch","Flower Mound"
"88251652","Love For Kids' Christmas Party",1351022274000,1.354977e+12,33.046207,-97.12388,"Circle R Ranch","Flower Mound"
"89184432","Love For Kids Annual Christmas Party!",1351613916000,1.354977e+12,33.046207,-97.12388,"Circle R Ranch","Flower Mound"
"9894258","""ALL KIDS COUNT PICNIC/FUN DAY""",1236318290000,1.239462e+12,33.046207,-97.12388,"Circle R Ranch","Flower Mound"
"57166892","The Texas Paddlesport Show",1332281463000,1336834800000,32.96541,-97.09052,"Oak Grove Park","Grapevine"
"10023526","HOT Monthly Business Networking Mixer-Grapevine NEW DAY!",1237902654000,1239314400000,32.9644,-97.039635,"Love & War in Texas","Grapevine"
"10023926","HOT Monthly Business Networking Mixer-Grapevine NEW DAY!",1237907078000,1239314400000,32.9644,-97.039635,"Love & War in Texas","Grapevine"
"10733333","Women's Business Building Luncheon-Flower Mound Chapter  NOTE LOCATION CHANGE",1245939213000,1248797700000,33.073692,-97.063606,"Life's A Beach","Lewisville"
"7868305","First Tuesday Flower Mound / Lewisiville WIN! POD Meeting",1209878546000,1212511500000,33.04219,-97.02396,"Lewisville Library","Lewisville"
"15159643","Lunch and Hike / Paddle Little Pete's, Lake Grapevine",1287506372000,1289066400000,33.002792,-97.096581,"Little Pete's","Flower Mound"
"14693328","Faces in Time",1283915921000,1292115600000,33.039818,-97.026891,"Miracles of Joy","Lewisville"
"14693292","Crystal Ball Gazing and using a Scrying Mirror Workshop",1283915783000,1289696400000,33.039818,-97.026891,"Miracles of Joy","Lewisville"
"zlkhnyngbcb","Channeling Workshop",1269648463000,1270166400000,33.039818,-97.026891,"Miracles of Joy","Lewisville"
"10725962","Monthly meetup: Sending Healing Energy with the Eyes",1245862893000,1247617800000,33.039818,-97.026891,"Miracles of Joy","Lewisville"
"12233966","Mega Mani-Fest",1262736760000,1263344400000,33.039818,-97.026891,"Miracles of Joy","Lewisville"
"14466570","Grand Opening Celebration",1282168917000,1283011200000,33.039818,-97.026891,"Miracles of Joy","Lewisville"
"9363217","Women's Business Building Luncheon-Flower Mound Chapter",1229695467000,1233076500000,33.03923,-97.050758,"Capriccio Ristorante - Flower Mound","Flower Mound"
"mjmvqypkbnc","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1312041600000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqyplbrb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1313251200000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypgbtb","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1302883200000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypfbhc","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1301068800000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypgblb","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1302278400000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypnblb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1318089600000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypkbmb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1310227200000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqyrdbmb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1360429200000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqyrdbvb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1.361034e+12,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypmbnb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1315670400000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypfbgb","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1.299258e+12,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqyphbjb","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1304697600000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypdbhc","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1298653200000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqyphbrb","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1305302400000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypgbcb","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1301673600000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypmbgc","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1.31688e+12,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypkbfc","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1311436800000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqyplbjb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1312646400000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqyplbbc","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1.313856e+12,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypnbcb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1317484800000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypdbpb","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1297443600000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypmbwb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1316275200000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqyplbkc","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1314460800000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypkbdb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1309622400000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypgbdc","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1.303488e+12,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqypkbvb","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1.310832e+12,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypdbxb","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1298048400000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"lkjjqypgbmc","Beginning HoopDance Class, Flower Mound Recreation Center ",1296063305000,1304092800000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"mjmvqyrdbfc","Beginning HoopDance Class, Flower Mound Recreation Center",1302387443000,1361638800000,33.000774,-97.045917,"Flower Mound Community Activity Center","Flower Mound"
"35538002","Party with the Walton Stout Band at Z Bar!!",1317341341000,1318125600000,33.034408,-97.065022,"Z Grill & Tap","Flower Mound"
"16115589","Flappers & Gangsters MIXER Benefiting American Heart Associatin!!",1295495066000,1298768400000,33.034408,-97.065022,"Z Grill & Tap","Flower Mound"
"104645492","PK's Birthday Party with Incognito!!",1360878813000,1362794400000,33.034408,-97.065022,"Z Grill & Tap","Flower Mound"
"qgnslcyqfbcb","Club Meeting",1329639121000,1.33065e+12,33.039256,-97.094021,"Flower Mound United Methodist Church","Flower Mound"
"qgnslcyqcbjc","Club Meeting",1327004674000,1328230800000,33.039256,-97.094021,"Flower Mound United Methodist Church","Flower Mound"
"qgnslcyqkbzb","Club Meeting",1341333986000,1343347200000,33.039256,-97.094021,"Flower Mound United Methodist Church","Flower Mound"
"qgnslcyqdbdb","Club Meeting",1327608776000,1328230800000,33.039256,-97.094021,"Flower Mound United Methodist Church","Flower Mound"
"qgnslcyqjbcc","Club Meeting",1339194959000,1340323200000,33.039256,-97.094021,"Flower Mound United Methodist Church","Flower Mound"
