"event_id","event_name","event_venue_lat","event_venue_lon","venue_name","venue_city"
"10424099","The Dallas Yi Ching (I Ching) May Meetup - Hexagram 37 (The Family) ",33.071812,-96.616676,"Craig Leger's house","Allen"
"6438251","Guys and Gals Wed. Night Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"7053948","Allen High Saturday Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"7053945","Allen High Saturday Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"6438260","Guys and Gals Wed. Night Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"7053932","Allen High Saturday Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"6438254","Guys and Gals Wed. Night Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"6438257","Guys and Gals Wed. Night Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"7053784","Wednesday Evening Allen Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"7053719","Monday Evening Allen Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"6438263","Guys and Gals Wed. Night Meetup",33.11639,-96.656975,"ALLEN HIGH","Allen"
"101724792","3rd Annual Bikers Against Road Rage Benefit",33.18,-96.599998,"Hank's Texas Grill","McKinney"
"41885462","Revealed Heart Event with Jeannie Zandi",33.197856,-96.695854,"Yoga Balance","McKinney"
"7053970","Centennial High Sunday Meetup",33.136757,-96.76803,"Centennial High School","Frisco"
"7116685","Texas Gamers January Smash Bros. Malee Meetup",33.057205,-96.69048,"PlayNTrade","Plano"
"7048214","March Meetup!",33.06816,-96.69637,"Little Sichuan","Plano"
"9527887","Dinner Ride to Scotty P's Hamburgers",33.102417,-96.6787,"Scotty P's Hamburgers Allen Inc","Allen"
"12733317","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12689194","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12733305","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"twqrnynhbkc","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12145631","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12145627","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12545031","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"twqrnynhbhc","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"44053582","Walk - Towne Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"jvbhpynmbdc","Loop-the-Lake W&F",33.18594,-96.633804,"Towne Lake","McKinney"
"12669542","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12669534","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12545045","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12363709","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12688864","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"90845252","Walk - Towne Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12669560","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"12669548","Loop-the-Lake",33.18594,-96.633804,"Towne Lake","McKinney"
"9703661","North Texas Energy Healers McKinney Mtg - Walking Your Talk with Maria Louise",33.194126,-96.61507,"H.O.P.E. House McKinney","McKinney"
"9542425","North Texas Energy Healers McKinney Mtg - Quantum Biofeedback with Michelle Barr",33.194126,-96.61507,"H.O.P.E. House McKinney","McKinney"
"wkzqpynqbpb","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpynqbxb","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpypcbdc","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpypgbdb","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpypdbjc","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpypcblb","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpynpbbc","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpypfbhb","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpypgbmb","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpynqbgb","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"wkzqpypcbtb","Mckinney Saturday Drum",33.196842,-96.6042,"Old Settlers' Park and Recreation Center","McKinney"
"8754109","COED Business Building Breakfast",33.102375,-96.681358,"Mimi's Cafe","Allen"
"8754242","COED Business Building Breakfast",33.102375,-96.681358,"Mimi's Cafe","Allen"
"12146026","HIKE @ NIGHT!!!) Heard Museum - McKinney, TX (Dinner afterwards)",33.159275,-96.616264,"Heard Museum","McKinney"
"12728000","Canoe/Kayak the Wetlands @ Heard Museum",33.159275,-96.616264,"Heard Museum","McKinney"
"14848356","Dinosaurs Live! at the Heard",33.159275,-96.616264,"Heard Museum","McKinney"
"9586506","Plano Lego Lovers",33.078987,-96.750197,"Davis Library","Plano"
"44053612","Walk - Towne Lake",33.187678,-96.636619,"Towne Lake Park","McKinney"
"14689814","Dinner and a Ghost Hunt",33.166881,-96.642572,"La Madeleine Restaurant","McKinney"
"8754061","Women's Business Building Luncheon",33.166881,-96.642572,"La Madeleine Restaurant","McKinney"
"12106523","Women's Business Building Luncheon-McKinney Chapter",33.166881,-96.642572,"La Madeleine Restaurant","McKinney"
"14868483","Dinner and a Ghost Hunt",33.166881,-96.642572,"La Madeleine Restaurant","McKinney"
"9622429","Women's Business Building Luncheon-McKinney Chapter",33.166881,-96.642572,"La Madeleine Restaurant","McKinney"
"10284192","Women's Business Building Luncheon-McKinney Chapter",33.166881,-96.642572,"La Madeleine Restaurant","McKinney"
"14869324","Dinner and a Ghost Hunt",33.166881,-96.642572,"La Madeleine Restaurant","McKinney"
"9622415","Women's Business Building Luncheon-Frisco Chapter",33.210887,-96.718747,"LaMadeleine","Frisco"
"8754040","Women's Business Building Luncheon",33.210887,-96.718747,"LaMadeleine","Frisco"
"8754027","Women's Business Building Luncheon",33.047617,-96.699541,"Texas Land and Cattle","Plano"
"ldzgnynmbdc","NEW!! CO-ED Business Building Luncheon- Allen Chapter",33.112296,-96.6723,"Brio Tuscan Grille","Allen"
"14436151","Annual White Owl Christmas Party",33.162753,-96.722105,"Jenn's House","McKinney"
"49737612","HPDFW White Owl Gift Exchange",33.162753,-96.722105,"Jenn's House","McKinney"
"60648772","Tarzan for a Day! Heard Ropes Course & Treetop Adventures-Lunch @ Fuzzy's Tacos",33.159275,-96.616264,"Heard Science Museum & Wildlife Sanctuary","McKinney"
"65121772","3rd ANNUAL Father’s Day Uke Jam  - Landon Winery in historic downtown McKinney",33.19729,-96.615865,"Landon Winery","McKinney"
"13415422","Father’s Day Uke Jam  - Landon Winery in historic downtown McKinney ",33.19729,-96.615865,"Landon Winery","McKinney"
"ftbbpynlblc","Barkin' To The Beat (Concert for DOGS) at the Grove in Allen",33.129177,-96.65519,"The Village At Allen","Allen"
"5953093","Guys and Gals' Wed. Night Allen High Meetup",33.114519,-96.65913,"Allen High School","Allen"
"5953103","Guys and Gals' Fri. Night Allen High Meetup",33.114519,-96.65913,"Allen High School","Allen"
"5953131","Allen High Saturday 3.5+ Meetup",33.114519,-96.65913,"Allen High School","Allen"
"5953133","Allen High Saturday 3.5+ Meetup",33.114519,-96.65913,"Allen High School","Allen"
"5953104","Guys and Gals' Fri. Night Allen High Meetup",33.114519,-96.65913,"Allen High School","Allen"
"13764149","Canine Commons Meetup",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"ffcxnynkbhc","ALLEN - iggy meetup at Canine Commons",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"ffcxnypdbkc","ALLEN - iggy meetup at Canine Commons",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"12147979","Metroplex Mutts One Year Anniversary ",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"drsvmdyrdbqb","Playdate at Canine Commons in Allen TX",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"10431956","Metroplex Mutts August Meetup",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"13356886","Canine Commons Meetup",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"13857725","Canine Commons Meetup",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"twqrnynkbdc","Canine Commons Meetup",33.129177,-96.65519,"Canine Commons Dog Park","Allen"
"10352400","Tour of Southfork Ranch",33.050035,-96.611824,"Southfork Ranch","Parker"
"10029654","MOB - Men of Business Social",33.104515,-96.646619,"The Boardroom Salon for Men","Allen"
"dfclkcyrdbvb","Coupon Swap (McKinney Area)",33.197468,-96.616567,"Coffee N Cream","McKinney"
"dfclkcyrfbvb","Coupon Swap (McKinney Area)",33.197468,-96.616567,"Coffee N Cream","McKinney"
"dfclkcyrgbbc","Coupon Swap (McKinney Area)",33.197468,-96.616567,"Coffee N Cream","McKinney"
"dfclkcyrcbzb","Coupon Swap (McKinney Area)",33.197468,-96.616567,"Coffee N Cream","McKinney"
"lfnrqyqpbkc","Informal and Unofficial BNCC Mixer at Durkin's Pizza",33.210905,-96.722275,"Durkin's Pizza","McKinney"
