"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"62661712","*Pug Rescue of SDC Beach Party - 7/14/12*",1335733378000,1342306800000,32.7537,-117.24934,"Dog Beach","Ocean Beach"
"qhhvddyqkbmc","San Diego Sunday Co-ed Softball",1340509149000,1343583900000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"qkcfcdyqkbtb","San Diego Sunday Co-ed Softball",1340509142000,1342374300000,32.849998,-117.209999,"Doyle Park Recreation Center","San Diego"
"15873234","January San Diego Corgi Meetup - Winter Wonderland - Jan 22",1293856508000,1295719200000,32.779425,-117.219693,"Fiesta Island","San Diego"
"14464834","August San Diego Corgi Meetup - Nate's Point & stroll to Bea Evenson Fountain",1282160075000,1283014800000,32.721741,-117.164711,"Nate's Point Leash Free Dog Park","San Diego"
"qnrgvcyqkblc","July San Diego Corgi Meetup- Nate's Point, Stroll to Fountain, end @ Country Pet",1339513657000,1343494800000,32.721741,-117.164711,"Nate's Point Leash Free Dog Park","San Diego"
"16541793","The People's Republic of Ocean Beach Shootout",1297539973000,1.299348e+12,32.743656,-117.245865,"Ocean Beach","San Diego"
"bwxmqypkbdb","Saturday Long Run",1298241588000,1309618800000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"wcswnynpbfb","RRS Group Run",1277360529000,1288832400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqyphbkb","Saturday Long Run",1298241588000,1304780400000,32.788872,-117.209457,"Runner's Restroom","San Diego"
"bwxmqypgbvb","Saturday Long Run",1298241588000,1.302966e+12,32.788872,-117.209457,"Runner's Restroom","San Diego"
"14466967","CARLSBAD MARATHON & HALF- TEAM SDR, Run for Charity INTRO @ Road Runner Sports!",1282171078000,1284082200000,32.840351,-117.164848,"Road Runner Sports","San Diego"
"xpjzpypcbtb","New Year Pugaloosion! Cadman Recreation Park",1291686117000,1295114400000,32.819763,-117.214096,"Cadman Recreation Center","San Diego"
"bcdbqyphbsb","San Diego Basset Hound Group Monthly Meet-up",1292293744000,1.305396e+12,32.803463,-117.16301,"Kearny Mesa Dog Park","San Diego"
