"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
20202,33.04106,-96.713394,"Austin Avenue","Plano","5132405|5665743|5665725|5719819|5719830|5719836|5719865|5722340|5722357|5722429|5722462|5722483|5722525|5722548|5722558|5722611|5722622|5722638|5722668|5722677|5722686|5722691|6997141|7731120|7733075|8500663|8554251|8586785|8647836|8757418|8804305|8876878|8932881|8968885|9010155|9063991|9209808|9222740|9282805|9321267|9363578|10747321|10200690|10073981|11067263|11299750|11391714|11452214|11529058|11579892|11584335|11641042|11690067|11833661|11907689|11965179|12011702|12056179|12103841|12143561|12205800|12893770|13436927|14401462|14401492|14401510|14515961|14780302|14791329|14869947|15025057|15083691|15159750|15170641|15310924|15456316|15596593|15690109|15690162|15849012|16038120"
58995,33.029999,-96.800003,"LA MADELEINE","Plano","5174262"
59631,33.05645,-96.73795,"Plano Bark Park","Plano","7794822"
68224,33.080002,-96.800003,"Royal Chopstix","Plano","5301820"
73224,33.045277,-96.830711,"Gazeebo Burgers","Plano","5156254|5567304|6692129|9189857|10451064|qndhnynhbgb|ggbbpynqbkb|ggbbpyqgbnb|qspqlfyrfbdb"
75760,33.097946,-96.77755,"Reyes","Plano","12726738|jfljqypdbvb|jfljqypfbvb|jfljqypgbbc|jfljqyphbxb|jfljqypjbtb|jfljqypkbbc|jfljqyplbwb|jfljqypmbcc"
80707,33.070786,-96.688667,"Romano's Macaroni Grill","Plano","8675358|11037886"
84754,33.060001,-96.739998,"Greek Isles Grill & Taverna","Plano","6106471"
88249,33,-96.779999,"Chaat Cafe","Plano","5301843|6646827"
91002,33.029999,-96.800003,"Baker Bros.","Plano","5301759"
104637,33.02,-96.739998,"Big Easy New Orleans Style Sandwiches","Plano","5544086"
116624,33.029999,-96.800003,"Baker Bros.","Plano","6259938"
124369,33.053829,-96.677422,"Oak Point Preserve & Ampitheater","Plano","11917616|11972352"
136127,33.013107,-96.708694,"Genghis Grill","Plano","8348597|10617318"
136134,33.080002,-96.800003,"Angelika Theater (Plano)","Plano","80650832|82269922|91550902"
136158,33.01865,-96.796104,"Luna del Noche","Plano","8392861"
137257,33.058544,-96.73253,"Plano Dog Park","Plano","7192751"
150973,33.02,-96.739998,"Cafe de France Plano","Plano","5115575"
156299,33.078499,-96.821388,"Angelika - Plano","Plano","5949110|6539533|11814785"
165756,33.004032,-96.76767,"Tin Star - Coit","Plano","5079631|5611652|8919223"
167732,33.04108,-96.7171,"Waggin Tails","Plano","6324077"
176584,33.029999,-96.800003,"Arbor Hills Nature Reserve Park","Plano","5151794"
182331,33.029999,-96.68,"Haggard Park","Plano","5185697"
183553,33.029999,-96.68,"Haggard Park","Plano","5191506"
183801,33.02729,-96.795525,"La Madeleine at Preston and Park","Plano","5175573|5208583|5238403|5271447|5298390|5326533|5384530|5423247|5463285|5503527|5609068|5639687|5688869|5736688|5787265|5835835|5890253|5955891|6011932|6086327|6150575|6228674|6307319|6401150|6522910|6571296|6694381|6776126|6823524|6952481|7078632|7222715|7289422|7417818|7475903|7594099|7795191|7897671|7942639|8075245|8135046|8291650|8387380|8472391|8495181|8663873|8685476|8860882|8928146|9027922|9131027|9330646|9475454|9597587|9726989|9828010|9928678|9986684|10134052|10232730|10347450|10492990|10611857|10678688|10820107|10837352|11020512|11075617|11255633|11378819|11504716|11516864|11736001|11740153|11949210|12058290|12296589|12494183|12616539|12682142|12890227|12920942|13168236|13304330|gvfpnynhbqb|gvfpnynhbjc|gvfpnynjbmb|gvfpnynjbfc|gvfpnynkbkb|gvfpnynlbgb|gvfpnynlbxb|gvfpnynmbcb|gvfpnynmbtb|gvfpnynmbmc|gvfpnynnbrb|gvfpnynnbkc|gvfpnynpbnb|gvfpnynqblb|gvfpnypcbhb|gvfpnypcbzb|gvfpnypdbvb|gvfpnypfbdb|gvfpnypfbvb|gvfpnypfbnc|gvfpnypgbrb|gvfpnypgbkc|gvfpnyphbpb|gvfpnyphbhc|gvfpnypjblb|gvfpnypjbdc|gvfpnypkbjb|gvfpnypkbbc|gvfpnyplbfb|gvfpnyplbwb|gvfpnyplbpc|gvfpnypmbsb|gvfpnypmblc|gvfpnypnbqb|gvfpnypnbjc|gvfpnyppbmb|gvfpnypqbkb|gvfpnyqcbgb|gvfpnyqcbxb|gvfpnyqdbcb|gvfpnyqdbtb|gvfpnyqdbmc|gvfpnyqfbsb|gvfpnyqfblc|gvfpnyqgbpb|gvfpnyqgbhc|gvfpnyqhbmb|gvfpnyqhbfc|gvfpnyqjbjb|gvfpnyqjbbc|gvfpnyqkbgb|gvfpnyqkbxb|gvfpnyqlbcb|gvfpnyqlbtb|gvfpnyqmbqb|gvfpnyqmbjc|gvfpnyqnbnb|gvfpnyqnbgc|gvfpnyqpbkb|gvfpnyqqbhb|gvfpnyqqbzb|gvfpnyrcbdb|gvfpnyrcbvb|gvfpnyrcbnc|gvfpnyrdbrb|gvfpnyrdbkc"
194376,33.026688,-96.841675,"Roti Grill","Plano","5249151|9667866"
200808,33.024643,-96.76985,"Swensen's Ice Cream","Plano","5262921|5342699|5333314|5414011|5453395|5652556|5650713|5956446|6029359|5993513|6326979"
202540,33.029999,-96.800003,"Tin Star - Tollway","Plano","5284168"
