"venue_id","venue_lat","venue_lon","venue_name","venue_city","all_event_ids"
672204,39.53152,-119.816154,"Circus Circus Hotel & Casino","Reno","15900122"
860846,39.528625,-119.818463," Sands Regency Casino Hotel","Reno","9593497"
872109,39.527072,-119.780596,"Grand Sierra Resort","Reno","31497882|31498832|31499202|32854832"
2557741,39.523663,-119.812123,"Washoe County Court House","Reno","23587711"
3419442,39.523312,-119.781013,"Grand Sierra Resort and Casino","Reno","32898642|48735262|50531792|50531802|32898002|48735142|50689652"
5246072,39.51255,-119.778,"1201 Terminal Way","Reno","50367752"
5557572,39.527729,-119.812546,"219 N Center St","Reno","51284372"
6906352,39.527424,-119.781631,"Grand Sierra Resort","Reno","51086092"
7321292,39.530418,-119.815094,"Silver Legacy Resort Casino","Reno","65811812"
7913312,39.529633,-119.813805,"Reno Hot Air Balloon Festival","Reno","70809352"
8242722,39.50961,-119.80277,"PJ & company","Reno","51203352"
10956162,39.530418,-119.815094,"Silver legacy resort","Reno","97721182"
11380142,39.523232,-119.781258,"Grand Sierra Resort and Casino","Reno","101512852"
