"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"qzhmddyrdbtb","Stroller Strides - Vista/Shadowridge Park location",1342581370000,1360947600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbpb","Stroller Strides - Vista/Shadowridge Park location",1342581370000,1.360602e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbbc","Stroller Strides - Vista/Shadowridge Park location",1342581370000,1361379600000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdblb","Stroller Strides - Vista/Shadowridge Park location",1342581370000,1360342800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbrb","Stroller Strides - Vista/Shadowridge Park location",1342581370000,1360774800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbxb","Stroller Strides - Vista/Shadowridge Park location",1342581370000,1361206800000,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbjb","Stroller Strides - Vista/Shadowridge Park location",1342581370000,1.36017e+12,33.162842,-117.225533,"Shadowridge Park","Vista"
"qzhmddyrdbdc","Stroller Strides - Vista/Shadowridge Park location",1342581370000,1361552400000,33.162842,-117.225533,"Shadowridge Park","Vista"
"47549552","Cheer on our runners!!!!",1326228616000,1327249800000,33.13247,-117.33542,"Cannon Park","Carlsbad"
"8547024","Lake Calavera Ride",1218757908000,1219955400000,33.176682,-117.2687,"Calavera Hills","Oceanside"
"11173681","North County Chihuahua Meetup ",1250969614000,1253379600000,33.20934,-117.353226,"Oceanside Leash Free Dog Park","Oceanside"
"10470919","North County Chihuahua Meetup ",1243007586000,1245517200000,33.20934,-117.353226,"Oceanside Leash Free Dog Park","Oceanside"
"85844042","Oceanside/North County Dog Park Meetup & Lunch!",1349572316000,1350842400000,33.20934,-117.353226,"Oceanside Leash Free Dog Park","Oceanside"
"10320039","North County Chihuahua Meetup ",1241286209000,1.243098e+12,33.20934,-117.353226,"Oceanside Leash Free Dog Park","Oceanside"
"10698095","North County Chihuahua Meetup ",1245543690000,1247936400000,33.20934,-117.353226,"Oceanside Leash Free Dog Park","Oceanside"
