"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"dfthhdyrcbmc","Dallas-Plano Atheists Meetup - Trinity Hall (Mockingbird Station)",1345580981000,1359507600000,32.836655,-96.777084,"Trinity Hall","Dallas"
"13619023","Dog-A-Poolooza Dog Swim Day!",1275006779000,1282399200000,32.938793,-96.662636,"Holford Park Public Pool","Garland"
"13799005","The Girl Who Kicked the Hornets Nest by Steig Larson",1276545556000,1280001600000,32.822517,-96.776169,"The Wine Therapist","Dallas"
"qqrsqypkbmb","This Saturday, don't forget the Dallas Spades July Monthly Meetup",1301265544000,1310254200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"mqrsqyphbsb","The Dallas Spades May Monthly Meetup",1301265431000,1305415800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"pzchvyqpbnb","The Dallas Spades November Monthly Meetup",1327864615000,1352593800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"pzchvyqqblb","The Dallas Spades December Monthly Meetup",1347043020000,1.355013e+12,32.997466,-96.831104,"Fuddruckers","Dallas"
"qqdhddyqpbnb","The Dallas Spades November Monthly Meetup",1350188011000,1352593800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"sqrsqyplbrb","The Dallas Spades August Monthly Meetup",1301265579000,1313278200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"bnrxpynqbxb","The Dallas Spades December Meetup",1268852302000,1292113800000,32.997466,-96.831104,"Fuddruckers","Dallas"
"nqrsqypjbpb","The Dallas Spades June Monthly Meetup",1301265507000,1.307835e+12,32.997466,-96.831104,"Fuddruckers","Dallas"
"qqdhddyrdbmb","The Dallas Spades February Monthly Meetup",1342394762000,1360456200000,32.997466,-96.831104,"Fuddruckers","Dallas"
"72077612","David Byrnes and St. Vincent",1341512034000,1349654400000,32.84389,-96.78702,"McFarlin Auditorium - Westside of SMU - Hillcrest @ McFarlin","Dallas"
"76027642","Primus 3D",1343923677000,1352163600000,32.84389,-96.78702,"McFarlin Auditorium - Westside of SMU - Hillcrest @ McFarlin","Dallas"
"qmhwpynqbjb","DAYBREAKERS Meetup",1290015687000,1291642200000,32.987465,-96.711075,"Cafe Brazil","Richardson"
"qmhwpynqbkc","DAYBREAKERS Meetup",1290015687000,1293456600000,32.987465,-96.711075,"Cafe Brazil","Richardson"
"qmhwpynqbrb","DAYBREAKERS Meetup",1290015687000,1.292247e+12,32.987465,-96.711075,"Cafe Brazil","Richardson"
