"event_id","event_name","event_created","event_time","event_venue_lat","event_venue_lon","venue_name","venue_city"
"71037352","Explore: Trivia Night at Trinity Hall",1340839367000,1342999800000,32.836655,-96.777084,"Trinity Hall","Dallas"
"9586150","Saturday Stone Soup Peer Critique Workshop Meetup",1232732695000,1234627200000,32.8992,-96.620285,"Paperbacks Plus","Dallas"
"vzgdnynpbbc","The Dallas Spades November Meetup",1287632017000,1289694600000,32.997466,-96.831104,"Fuddruckers","Dallas"
"9475454","Speak French in Plano - 21 January",1231402525000,1.232586e+12,33.02729,-96.795525,"La Madeleine at Preston and Park","Plano"
"gvfpnyrcbvb","Speak French in Plano",1273040785000,1358384400000,33.02729,-96.795525,"La Madeleine at Preston and Park","Plano"
"dgbvjcyqfbhb","The Richardson Screenwriters Meetup @ La Madeleine",1326226177000,1330995600000,32.97814,-96.76552,"La Madeleine French Bakery & Cafe","Richardson"
"12839605","Hard Nights Day @ The Barley House",1268242495000,1270256400000,32.842003,-96.7723,"The Barley House","Dallas"
"dmfgfdyrdbjb","Dallas Referrals Network (DRN)",1343411213000,1360160100000,32.881023,-96.75978,"Jason's Deli","Dallas"
"dmfgfdyrcbnc","Dallas Referrals Network (DRN)",1343411213000,1359555300000,32.881023,-96.75978,"Jason's Deli","Dallas"
"dmfgfdyrdbrb","Dallas Referrals Network (DRN)",1343411213000,1360764900000,32.881023,-96.75978,"Jason's Deli","Dallas"
"dmfgfdyqmbqb","Dallas Referrals Network (DRN)",1345115397000,1347455700000,32.881023,-96.75978,"Jason's Deli","Dallas"
"dmfgfdyrdbbc","Dallas Referrals Network (DRN)",1343411213000,1361369700000,32.881023,-96.75978,"Jason's Deli","Dallas"
"17237431","Yummy Cheesecake Factory, first meetup!",1302303046000,1303862400000,32.864536,-96.774475,"Cheesecake Factory","Dallas"
"9418992","Sabado Almoço",1230831307000,1.23282e+12,32.962254,-96.735947,"Betchee's Brazil","Richardson"
"12514696","Explore: Brazilian Food",1265255915000,1267988400000,32.962254,-96.735947,"Betchee's Brazil","Richardson"
"56521142","Passion Rider Monthly Meeting",1331850675000,1332806400000,32.972527,-96.89319,"josey ranch lake library","Carrollton"
"81882672","WORLDFEST - Global Gluttony",1347375442000,1350838800000,32.96883,-96.836388,"Addison Circle Park","Addison"
"56491232","St Patty's Day Scavenger Hunt",1331836582000,1331998200000,33.003563,-96.681541,"McDonalds","Plano"
"92211082","Big Texas Toy Run",1353444397000,1355587200000,33.003563,-96.681541,"McDonalds","Plano"
"94380062","Predictions for 2013 by Valentina, The Fortune Teller of Dallas",1354835473000,1357779600000,32.952106,-96.838974,"Spring Creek Barbeque","Addison"
"76374212","Spirit Gallery Presentation by Marco Rodriguez and John Cappello",1344132745000,1350086400000,32.952106,-96.838974,"Spring Creek Barbeque","Addison"
"12081363","North Texas Energy Healers July Meetup - Hypnospeak",1260803392000,1279585800000,32.955181,-96.768196,"Spiritual Fitness Center","Richardson"
"tgcknyngbhc","The Lines inYour Hand",1270576936000,1.272222e+12,32.955181,-96.768196,"Spiritual Fitness Center","Richardson"
"ggbbpypcbhc","The Dallas-Plano Atheists Meetup - Carrabba's - Plano",1292442495000,1296003600000,33.03856,-96.703514,"Carrabba's Italian Grill","Plano"
"81020572","Warbirds Over Addison 2012",1346882516000,1348963200000,32.959999,-96.830002,"Cavanaugh Flight Museum","Addison"
"16175817","Cavanaugh Flight Museum",1295932114000,1300546800000,32.959999,-96.830002,"Cavanaugh Flight Museum","Addison"
"9567556","RIE: Blogging for Profit",1232503891000,1234918800000,33.006844,-96.79539,"Obzeet","Dallas"
"102038582","Rock Climbing",1359502391000,1362614400000,32.97431,-96.8431,"Exposure Indoor Rock Climbing","Carrollton"
"9359666","Climb and Pub",1229632769000,1232584200000,32.97431,-96.8431,"Exposure Indoor Rock Climbing","Carrollton"
"12527997","Wednesday Climb and Pub @ Exposure",1265389671000,1270078200000,32.97431,-96.8431,"Exposure Indoor Rock Climbing","Carrollton"
"12527981","Wednesday Climb and Pub @ Exposure",1265389578000,1267662600000,32.97431,-96.8431,"Exposure Indoor Rock Climbing","Carrollton"
"12527963","Wednesday Climb and Pub @ Exposure",1265389447000,1.266453e+12,32.97431,-96.8431,"Exposure Indoor Rock Climbing","Carrollton"
"xnjhnyngbkb","Wednesday Climb and Pub @ Exposure",1269630518000,1.270683e+12,32.97431,-96.8431,"Exposure Indoor Rock Climbing","Carrollton"
"9564236","Climb and Pub",1232480142000,1235608200000,32.97431,-96.8431,"Exposure Indoor Rock Climbing","Carrollton"
"12527969","Wednesday Climb and Pub @ Exposure",1265389486000,1267057800000,32.97431,-96.8431,"Exposure Indoor Rock Climbing","Carrollton"
"77010332","Cowboys at Raiders (Pre Season)",1344518866000,1344902400000,32.989998,-96.801888,"Sharky's","Dallas"
"12066865","The Time Traveler's Wife by Audrey Niffenegger",1260562593000,1266542100000,32.858913,-96.752892,"Half Price Books","Dallas"
"12551223","Sushi Monday's  Chaucers of Addison Happy Hour &  New Friends Mixer",1265647864000,1266881400000,32.95563,-96.8233,"Chaucer's Sushi & Grill","Addison"
"11042611","September Roddy Round Up",1249492445000,1.251846e+12,32.92666,-96.84263,"The Doubletree Hotel Dallas","Dallas"
"12046713","October Roddy Round Up",1260310103000,1286494200000,32.92666,-96.84263,"The Doubletree Hotel Dallas","Dallas"
"12046719","November Roddy Round Up",1260310155000,1288913400000,32.92666,-96.84263,"The Doubletree Hotel Dallas","Dallas"
"12046674","June Roddy Round Up  - Probates & Tax Lien Investing!",1260309798000,1275607800000,32.92666,-96.84263,"The Doubletree Hotel Dallas","Dallas"
"12046731","December Roddy Round Up",1260310208000,1291336200000,32.92666,-96.84263,"The Doubletree Hotel Dallas","Dallas"
"72042282","Extended Networking",1341497043000,1342202400000,32.953392,-96.835892,"Blackfinn - (Addison)","Addison"
"qssrbdyqkbrb","Addison Chapter",1340640861000,1342198800000,32.953392,-96.835892,"Blackfinn - (Addison)","Addison"
"9319776","DALLAS LOCK AND KEY EVENTS",1228972513000,1232848800000,32.953392,-96.835892,"BlackFinn Restaurant & Saloon","Addison"
"11056012","Help a Soldier Phone Home",1249615701000,1252706400000,32.953392,-96.835892,"BlackFinn Restaurant & Saloon","Addison"
"9378130","Dallas Lock and Key Events ",1229996733000,1232848800000,32.953392,-96.835892,"BlackFinn Restaurant & Saloon","Addison"
"9614582","Sat. March 28th: Lock & Key Party @ BlackFinn Saloon (Addison) - Ages 25-49",1233095345000,1238288400000,32.953392,-96.835892,"BlackFinn Restaurant & Saloon","Addison"
"ljjgnynmblc","Dallas Networking Mixer-Addison ",1269217195000,1285707600000,32.953392,-96.835892,"BlackFinn Restaurant & Saloon","Addison"
"46809372","New Years Resolution: Learn to Play the Ukulele - FREE Beginners Workshop",1325788804000,1333830600000,32.88913,-96.770065,"Mei Mei Chinese Buffet","Dallas"
